Shape Parameter MLE,Scale Parameter MLE,Concentration (uM)
2.3731665401382345,134.149958702927,7
2.3961192542143683,131.19657619943877,7
2.409348191052957,130.34886207357061,7
2.4413202344306733,134.98669652274475,7
2.574728656951031,119.037090119289,7
2.263402374433427,140.59933278238663,7
2.575004782282537,126.22829497914535,7
2.330695281093345,136.21813088352422,7
2.415296896891827,128.1357184633536,7
2.420841560296582,133.6622677921257,7
2.37508318162174,134.88977616185596,7
2.437019397294948,130.93075361078877,7
2.685680582893847,117.60461476665554,7
2.6059879945591264,125.79990213317002,7
2.5803185742706654,123.51785316017578,7
2.3789627547050176,134.71692489689624,7
2.431831721466094,126.56451506859776,7
2.5863416198375537,127.4177676038754,7
2.607976930246328,118.27772689866795,7
2.5071877637665887,119.66111532511988,7
2.4847924236868257,128.45792748153525,7
2.386067571068432,135.50777901754861,7
2.5429632676185814,127.82694549615816,7
2.2661203442615863,150.06960428953195,7
2.486812688589561,131.4261736280192,7
2.554809943159525,122.4507584204102,7
2.1826606363732783,154.56743091563592,7
2.4699235479908315,130.08144607302566,7
2.235392616552185,148.82423990987166,7
2.5585279870767113,128.62931232428792,7
2.489319086844754,130.38485478227062,7
2.6404571557594876,118.80097848574016,7
2.5274175350421415,127.02377794661628,7
2.50720289105961,127.01813439244482,7
2.3794363619452965,141.8027858356685,7
2.608244259344881,127.45334365907976,7
2.6417985592467383,122.8260262234427,7
2.29499540633266,139.51222536854215,7
2.457997737236003,134.6232703276007,7
2.455509598290086,130.79910881801877,7
2.470468632112095,128.7193965936153,7
2.461318329111485,130.43044163220193,7
2.251853628390011,142.37323250255875,7
2.612866531220514,124.06427041727326,7
2.4886144206624814,130.90926507931064,7
2.341091359976113,137.51676651999773,7
2.329676238778706,146.11531833411053,7
2.489557634702117,127.48110030713524,7
2.3166466304254834,135.7041566330583,7
2.6462583960556074,123.83433667566611,7
2.417716204245669,132.2290700524978,7
2.18017807552191,147.88762495171957,7
2.596132179790065,131.8839185895408,7
2.51576131511797,130.06403806932795,7
2.467463707465352,131.69174201209924,7
2.4027834877751313,135.29216507168988,7
2.345212721870234,134.27999562358963,7
2.2725395007341858,140.3738281879188,7
2.5153675860051883,132.2470524536763,7
2.4505037375942695,129.80059326233732,7
2.5232621395455337,135.87669628766145,7
2.5451933412018874,131.50585616846274,7
2.439741972802145,129.5552346713739,7
2.4727446717824546,128.57057057993487,7
2.3436442106898823,135.77376294696415,7
2.2714765721465486,142.39856492753972,7
2.412723369109888,133.81512911214728,7
2.4823992395964276,133.89388279307514,7
2.6405361704414823,118.65852025767406,7
2.5009971372568938,125.87662876546422,7
2.3759372446710563,135.728370199355,7
2.2905559386690966,138.96556362560693,7
2.3347172399764298,136.7760495792948,7
2.337455266301361,143.79853601541754,7
2.2565731096121655,139.88161209970332,7
2.6378059956101856,123.1026380276707,7
2.6955789654416646,123.20094252610485,7
2.4403535072813707,135.0434982825121,7
2.647120311904666,127.07531737684701,7
2.551817413681909,125.69046397114893,7
2.627243424295467,121.89792115697148,7
2.263006584937164,143.72089951146944,7
2.4902306355411103,129.5026185225308,7
2.3839373699271658,133.74359978218058,7
2.500901688911387,128.56039748208158,7
2.371315812048952,137.50020270147564,7
2.4872506940400116,129.8490774705037,7
2.5450263038843803,133.74434203375816,7
2.4359615893566744,125.88250260947824,7
2.430153177505394,131.47610442653323,7
2.3265088466485806,140.90012866268816,7
2.3731956352992634,135.678016359762,7
2.6582693217212947,116.04352406857029,7
2.5628129501702115,128.86232846682702,7
2.3586126445149174,134.2142897261204,7
2.5433298669556166,122.3339026065505,7
2.8308665229765415,116.86862650572023,7
2.3173176359959413,141.53741038768553,7
2.3895338729483484,130.38794440772602,7
2.7057439045979734,123.36130846147911,7
2.439484558179742,131.20130851334338,7
2.4511152536599936,131.2557458634825,7
2.5815295401266876,128.78778258442182,7
2.5344289809224843,125.8306245164398,7
2.8123977312917443,111.36353766414597,7
2.595615204591227,122.18011569388422,7
2.340279399370278,135.32166142403491,7
2.421040962320899,138.53503980455847,7
2.4724214466142755,132.73912047890073,7
2.2566325463961974,144.36603793702074,7
2.2782799584313653,142.95586766517806,7
2.366368087338497,132.31541918529518,7
2.429957837324103,134.28066778505172,7
2.4445458551902526,131.58828135475738,7
2.3617764465777915,132.36246904769084,7
2.6162123213966537,121.56647435134333,7
2.5406319123694643,128.00481791909345,7
2.3765521032832355,133.8447595284378,7
2.518125706180135,125.46625318525193,7
2.455885025371371,131.66592378632322,7
2.6633005641212755,129.23228773996132,7
2.361339888952656,130.18049354325413,7
2.3459482176910473,134.71537321434766,7
2.4983765064111996,125.45201543842762,7
2.3851069183955906,129.45209623562593,7
2.2878244185824785,140.49133767789226,7
2.374684118609166,139.43439823103805,7
2.5792427427137916,126.84908787861204,7
2.452987569781876,130.79956586926895,7
2.3820772289946266,141.34787346799143,7
2.3942249355450023,136.93061565053225,7
2.4145210122871483,131.22228795674422,7
2.609232283951479,128.27277678071528,7
2.4532595957387127,133.1904875517083,7
2.4299542087191943,130.50985728894966,7
2.8050957448982463,112.2276658524332,7
2.6050393724966883,126.7722132065896,7
2.4888257903066693,130.3237875025865,7
2.4773148641166434,127.34270275458768,7
2.4864871849242705,131.95334303264417,7
2.52370026562358,128.6738821298506,7
2.5188111944293636,126.46860690319907,7
2.35303628958451,135.59187684593414,7
2.3418906215845263,137.7497554032026,7
2.3973445132424938,136.67621263658765,7
2.1849021670483237,145.03600303436613,7
2.6456968573747073,128.2595458420388,7
2.666475905861048,120.48931540254104,7
2.3151695462168767,131.73027683342588,7
2.798454763078062,115.86409194584218,7
2.6257311348457333,117.59842146394875,7
2.478986863897011,124.18053847417957,7
2.4767816923393413,122.87648830905232,7
2.342902073116577,135.10361225822538,7
2.2017198580474395,144.8205792946392,7
2.605670428277564,117.0748697535966,7
2.565177055236905,133.25109209823037,7
2.385811182855974,134.4956680741494,7
2.5126384495422234,131.65375010009274,7
2.688481797318621,120.78977213192375,7
2.2790150273664045,142.54089071931165,7
2.590479255676127,119.19851869786041,7
2.5009949270908325,130.25992395024215,7
2.303436061313288,142.59393182726103,7
2.294510902119518,138.16039908867964,7
2.4101324632997168,133.92994783865927,7
2.510881140964893,130.9156492156832,7
2.251257282546442,144.04507324160747,7
2.526244463503814,129.4607666346703,7
2.622904432509198,122.39878824292126,7
2.4686588833487844,129.54515117752533,7
2.647895989519992,125.72643993997492,7
2.250954151920578,141.52668628150914,7
2.355304120826311,134.40690806253633,7
2.5380107998598906,128.36062825906953,7
2.5591449614596966,124.68500033278931,7
2.494098408024117,125.0647012668596,7
2.3936097419584526,126.10597191253979,7
2.605868449221598,128.02277397736492,7
2.287316711384233,142.28825122455498,7
2.6638750648189613,124.16770065847668,7
2.37200133598735,135.75557554116105,7
2.402559313335988,134.52016430671551,7
2.531197156904366,131.0306715896359,7
2.6372939297173237,123.9878620568128,7
2.536714141426993,130.0624779275587,7
2.4313888630485687,131.01491528888272,7
2.429136479682204,132.0712800437652,7
2.5785719467136534,128.91915239201123,7
2.434618285059947,133.6737942983762,7
2.5397560769524206,124.53249735949386,7
2.391426194820433,135.1719225264904,7
2.3699121383017716,135.74935473092353,7
2.5505357851617427,122.97213567136589,7
2.200696042609998,146.99948160336382,7
2.3681789837383604,135.99725036820882,7
2.2713991646487264,144.2861083396364,7
2.85691276227987,114.90613438073348,7
2.5860296141440835,124.35406726861409,7
2.235031928419436,139.41169844976187,7
2.58881718705808,120.59342669050275,7
2.4432039796871523,137.15785060575232,7
2.438355429528443,135.1021524707754,7
2.442714294098875,131.8896301097916,7
2.527245567559682,124.48094369895544,7
2.4216795197685395,132.42423030044984,7
2.495796796191507,131.85387994513712,7
2.4643605061411566,136.89413616745793,7
2.417736573495706,131.52525462683175,7
2.6189326020670274,125.50453579427959,7
2.4833751551070216,127.15768499831714,7
2.3990226534987342,135.80860672143007,7
2.4760520954826575,126.18447564063624,7
2.4811612682504576,125.82278489946688,7
2.5453254217126564,129.0609648529765,7
2.799819014093142,116.84582186221412,7
2.4457759737053038,136.32293508083816,7
2.2562572039185893,139.2313761399804,7
2.7556212869423886,115.36883293431403,7
2.4294536390370913,131.03428040747914,7
2.5217668883491897,127.29883184962793,7
2.436825820877796,132.77683632065074,7
2.3753726723025195,133.54580425563557,7
2.412925706726009,134.4652378651881,7
2.4323400842099328,129.84745359733174,7
2.599931691263018,123.33861688594659,7
2.4180828267255867,135.3504056295999,7
2.6233270401857287,128.94516022597907,7
2.532548066466124,131.25909499320264,7
2.384556640790019,138.69101648396614,7
2.467715606256317,131.47227743607957,7
2.7432793873241903,119.5673707246013,7
2.795020059795423,114.58506306748116,7
2.616866518920896,120.2142325040748,7
2.524983919470021,127.86133828611379,7
2.4710595826947372,131.91448429028222,7
2.4993971655111107,134.08753844370023,7
2.4160415530663295,132.27058916823978,7
2.489354040812361,127.03472357534758,7
2.6564091987524785,120.09943623102996,7
2.4567692310355493,131.58348440392226,7
2.5164296890712796,127.00717725175772,7
2.5143998509669716,130.37632699382692,7
2.400680351830536,129.86008147397246,7
2.4703681972456226,126.46236325848413,7
2.4937129287976614,132.50779008138355,7
2.6549298039055644,123.19596386041245,7
2.466442832000157,134.12948425228097,7
2.331149118498089,130.68407011590418,7
2.4085816961551134,137.68729340008002,7
2.4697682854120955,132.44813927992826,7
2.540227397260272,132.01503213653828,7
2.617559308310703,128.53025890649252,7
2.564769389378941,126.34635420769649,7
2.5061042529460655,127.12289689385025,7
2.381357850967339,135.81383077483315,7
2.4645577091096564,136.39275546640098,7
2.3540911140571237,133.28056658668842,7
2.4160444665345633,138.09915770370512,7
2.606884938638087,119.18552195977601,7
2.5235151314119686,126.13185809429862,7
2.3985468148237543,132.33957284565244,7
2.4338519384765624,129.46438649811554,7
2.4543735795905492,131.58863207124452,7
2.4716956286868115,124.70160267382924,7
2.3794744158477186,132.31423087281826,7
2.4239349712899005,138.3706478685564,7
2.309090775510988,141.43907086642747,7
2.2787632464140137,139.56407750664405,7
2.580645222182519,121.61249523571743,7
2.3978046698454887,135.610998833772,7
2.4851399332536737,127.3873296267401,7
2.60050361095431,120.63048388849155,7
2.429185972380663,130.32933682707127,7
2.513534239744303,131.82587064906775,7
2.437320379853042,127.96442675292555,7
2.461482289580296,123.3228250018711,7
2.420227188684035,131.02086065014166,7
2.4911106280778075,125.69783082783498,7
2.384201400441206,140.5583560135239,7
2.3389746262961504,136.15522046156633,7
2.40960441064051,135.95440576521898,7
2.4461567028513054,129.93862614923106,7
2.499791764878508,131.64077695099317,7
2.4933115054326476,132.66804680105093,7
2.4037229712467565,134.21735668642594,7
2.556971080502477,119.94444502691955,7
2.3468060891084326,132.92805432842408,7
2.4754024633667187,136.02211314737448,7
2.5319627928578448,128.827584617754,7
2.34897080142102,129.4719120280517,7
2.3151912990950403,134.85570817311302,7
2.381994293832538,134.763299697969,7
2.4536517750700106,125.83956061879228,7
2.7859083209926077,111.16867915402652,7
2.5457289651437853,124.17248238169657,7
2.6391627435416836,119.9259927280525,7
2.4347132678290375,141.45599953546545,7
2.564128206934403,125.1282167055732,7
2.1589418520190646,149.72381546697818,7
2.269303599919687,141.58356622733447,7
2.6207012490656174,123.65908695449515,7
2.4562060537872252,131.02726073529763,7
2.552333839889156,123.85613033038656,7
2.2793439269243283,136.52054565854732,7
2.35724852297555,135.44948393467766,7
2.5294823296173647,131.66768056420497,7
2.3993735500554014,139.18830115550813,7
2.500999710421095,134.72730485973872,7
2.4558195660287727,133.1979287131647,7
2.5575748806977034,122.63300075238432,7
2.520303821411668,128.2768933349109,7
2.63794895495417,122.47268589802843,7
2.577051344629244,127.21653726846058,7
2.306833638227901,135.07310540110373,7
2.6208579135614616,123.71637711823598,7
2.786950518308298,114.11679513960668,7
2.581279334174613,128.26485915014104,7
2.597620722300016,129.19741660603094,7
2.3402735789613995,133.6440659685211,7
2.1968395666347305,152.7991433125723,7
2.5968800860413377,126.7370201922125,7
2.425826828685241,135.9821295860589,7
2.495952905762817,132.41099029805167,7
2.4265478991210676,132.40770326708272,7
2.5358435549287965,126.43468149798116,7
2.3217840966691212,139.40896017464675,7
2.5943772327176386,124.32430109949127,7
2.3476373522364167,138.1588969595722,7
2.5302141007405825,127.77328620413492,7
2.5400539855080977,124.79355880788457,7
2.413934973635337,132.60045520716668,7
2.712817439155127,120.85548316873441,7
2.371938896540883,128.7674273198697,7
2.5409033801682877,129.91640520972533,7
2.4247721261665363,131.43868935670014,7
2.491888276237775,129.62978203315333,7
2.548273012048095,130.31171690735857,7
2.4720147003159227,127.46701481147649,7
2.483511254499427,129.5855137876829,7
2.4576172717957814,132.04764087803255,7
2.305709457554387,139.04608524614395,7
2.391949156235409,139.87910823518257,7
2.4649887647792568,128.84097206014422,7
2.6130376905857653,119.1586613393631,7
2.392053159618011,136.92839577344444,7
2.2716295324409885,137.9744487917697,7
2.518833121486415,126.26063757887185,7
2.4548403773185954,138.6035085156686,7
2.3147941780176664,139.09303798283253,7
2.6000278470273863,123.72259212889116,7
2.568216849783392,119.45586042215905,7
2.4794692498565007,123.25771628156426,7
2.397510499676611,136.184619829377,7
2.5508492933232447,129.44291974894256,7
2.617839338944716,125.14469372301551,7
2.4007475628818398,138.9285736257136,7
2.290668477830072,134.15486944237244,7
2.467497842293596,121.95301657885065,7
2.636500412398867,126.16828270157325,7
2.4011073576952384,130.37622374579928,7
2.3748692093348724,141.40699758501322,7
2.368311736048919,138.9666563721302,7
2.4643955631170438,129.7333854417347,7
2.370980709361558,142.32965641243197,7
2.6528813004038327,123.75402006281934,7
2.308465891687302,137.34694335222122,7
2.4672734653277564,131.46944653404563,7
2.4047852761572233,132.1741228325494,7
2.4379587859995167,136.73186125412568,7
2.805050428397195,114.00692667854744,7
2.3837302378567773,131.72816615092512,7
2.6185427001571937,125.30666885897364,7
2.3645782655896754,135.4585427192953,7
2.377180651480167,142.94340365384744,7
2.405652225094149,135.19644445998537,7
2.224772676498946,146.90803282172968,7
2.4860100864853174,129.5487593744545,7
2.278950177854388,141.38664732916348,7
2.608028062901045,127.57305309792854,7
2.676802199300547,111.58751112311896,7
2.7827377593243976,111.36147752753892,7
2.3054257550287285,135.75540261480228,7
2.5043711101982193,132.87780390380058,7
2.2278218695549716,144.243712152625,7
2.4707188766281996,136.97276404000033,7
2.734062016636047,118.05644868828904,7
2.412090814998322,126.92385512647846,7
2.720545142975086,115.37125230130188,7
2.299637281456309,137.6636973167879,7
2.4014518336386246,132.52684867091506,7
2.4718041250104648,130.80492144146933,7
2.473616837721259,128.69138574720597,7
2.6233871912365228,120.99038870003562,7
2.3241126279672266,131.2150590939157,7
2.4270439462725544,130.91129725410417,7
2.664825075513433,115.67338326300012,7
2.4689760998598604,126.04782393254922,7
2.3675436457555583,132.18399684286103,7
2.3439192650986427,132.36564265578852,7
2.404166218006082,133.10916398922507,7
2.486355713471523,133.62606206251562,7
2.4208967840393365,133.6411152590961,7
2.5014631540688543,128.0881655179981,7
2.597125964079999,120.9284224076996,7
2.405921427477513,137.46907032150227,7
2.353149555128817,139.25553257488914,7
2.7314411127053875,120.425613363623,7
2.4009097822894647,134.90309355271566,7
2.621504663392202,120.96975297593877,7
2.4616039315378897,127.42885347311316,7
2.394775892362388,137.01482600029615,7
2.437266258178423,133.64193634980364,7
2.4904164937568067,131.20596229691958,7
2.399706379463526,138.81617059161294,7
2.523932890100332,122.89393817914865,7
2.431049784206582,127.66533692045822,7
2.6077132619042853,124.35879288157707,7
2.631968977476114,125.57600462822734,7
2.392801898911923,136.96879299553822,7
2.2668289143093436,137.73337321823286,7
2.6249390701771205,126.87598639496785,7
2.211123629639963,142.18352871319107,7
2.3985572578027576,138.3836510594019,7
2.4197407511280096,132.3337187748027,7
2.3624105427582527,134.11524873443207,7
2.506971031610809,125.69230458823128,7
2.267788035058451,142.6614808975513,7
2.51218324399154,130.84997405408856,7
2.520977678920058,128.90556700214717,7
2.4775763250682363,124.11062695730318,7
2.466075912254412,138.00042066040854,7
2.1654748390745397,144.52205022100424,7
2.194405441523258,149.58326980309553,7
2.569566285390983,129.35587692922255,7
2.6674961321216744,122.29246797101216,7
2.200602998631566,144.92734176459237,7
2.360162117666096,135.75058463972547,7
2.3613432438293294,138.26290885327995,7
2.447253643958662,131.17147869912455,7
2.50732578042092,129.05022878369792,7
2.4371451847460857,126.45759686715509,7
2.401127144440244,138.4029572873352,7
2.5091061944074955,126.1520699519608,7
2.6085261816536387,120.35236663248783,7
2.6182662510643877,123.87589296759623,7
2.475850687857814,135.85232219685074,7
2.446224691848099,126.57050654003652,7
2.397540158405735,135.923103915278,7
2.4348429090505412,136.5563484389192,7
2.3590211118251165,133.4882233193368,7
2.315148180260252,139.07988053059879,7
2.536463822375556,129.80191983694112,7
2.2895232560934864,142.38670318753648,7
2.4311412143874787,132.53416730350182,7
2.278454739934062,140.9263599093358,7
2.2926121701113367,140.63723823780293,7
2.5727859422415476,127.84599186863248,7
2.5195724736065044,128.59247311917198,7
2.4049962912700753,134.37981333633672,7
2.407403995459076,136.40963340182591,7
2.420556540845434,131.02202857747253,7
2.4774092675980115,130.89310117648728,7
2.4493854856061845,130.84255584801545,7
2.288063325017188,141.42222074823866,7
2.5113316067437186,129.1543496409021,7
2.432171960719099,132.0577781110619,7
2.475526091837759,125.24560976300631,7
2.597576203155542,128.71478208621556,7
2.3261100656122706,138.03226126484896,7
2.5618442181409766,122.9474340550822,7
2.2318564525249167,141.48009327417805,7
2.4907974952693093,122.53145619769538,7
2.658927335181785,122.3678471847049,7
2.298624370186464,132.1900177983101,7
2.4986549878628623,131.78460748682068,7
2.48662577550664,125.0701244156571,7
2.412422464703228,134.78444878758367,7
2.43138282030774,126.64148151055579,7
2.320745161959866,136.04059659666828,7
2.5138682316599095,122.56319037459016,7
2.41393487341582,135.35442001458293,7
2.340491137132579,133.76963875630364,7
2.4348639656836775,137.76898937717675,7
2.427892156338945,131.39324649741852,7
2.5280139941792297,132.69761886465213,7
2.313776827706012,135.82743889723807,7
2.716372150788128,121.08209850873985,7
2.6273203246572163,122.30305626126486,7
2.4529672993175877,131.8610570796642,7
2.462088924944234,133.0982134677284,7
2.556547199114697,123.23549579171049,7
2.4885013696634344,130.59672750799552,7
2.434836979534745,135.09058221675994,7
2.3993004860558527,131.0103872615253,7
2.380206589168677,131.565008342778,7
2.3952552892224026,140.53184681603685,7
2.2763371140916595,141.90125052259017,7
2.482499921029617,125.62068757920946,7
2.7203108091384203,113.84390799519221,7
2.359217394645579,135.75407601470343,7
2.4519946889623054,130.28678426509825,7
2.4106194899584263,130.72147442534632,7
2.6681515657672183,118.15521330158694,7
2.5792577733597044,125.7933670347445,7
2.7326052127086884,114.38158849424579,7
2.210407151883866,152.20426543779934,7
2.744923933614692,119.65216209636522,7
2.4210092843912343,133.0410523445626,7
2.1953637867240388,158.27770198790097,7
2.2912686052973164,142.9104787552839,7
2.4158204859373376,132.71417608710954,7
2.560475364691616,129.8054265883392,7
2.5411504119845616,123.87020144747133,7
2.246120880663207,148.39650039348317,7
2.376780551689532,132.5099285913911,7
2.522492540091719,132.7229351159859,7
2.4861776237270345,123.01304855026692,7
2.488204175067538,128.92747749382792,7
2.7595386608937806,114.4194810040696,7
2.4025431731062903,133.9450646657826,7
2.5207823222216463,129.66810269185524,7
2.474584894626322,129.8353206403526,7
2.3616799950815057,144.03744046540356,7
2.3949244572804087,136.5992759977265,7
2.550855364982698,124.13018943006783,7
2.538332313563814,126.10569888559003,7
2.2034490210946225,146.09023917149756,7
2.4067260898749927,132.36526713640987,7
2.437915177072259,132.17331846982515,7
2.439229682575648,132.65307856101452,7
2.308218481128552,141.9164815004221,7
2.263296938148871,139.50639183214705,7
2.4987500846840773,125.97428157385467,7
2.5526579617387544,128.25854803914865,7
2.303417349363134,139.36463391475758,7
2.4373794506390625,130.75077765654498,7
2.339616992744529,135.98260537752248,7
2.667825312766599,122.42935920927667,7
2.399865492869818,137.81958217723002,7
2.6084708560518073,123.2574176777574,7
2.572617501212019,126.88726720675378,7
2.5599628947750355,126.9440793277538,7
2.3705540935078755,133.5000925376878,7
2.2449977872708113,139.39735449377613,7
2.5699530412719036,122.70745794391269,7
2.2827525473583004,144.7086274142758,7
2.16958636923822,146.40135521841228,7
2.6466405549675893,119.0236010564006,7
2.7233172397738628,118.8059974521774,7
2.449134941168733,129.00488100903414,7
2.6242824034554473,125.30814173915742,7
2.573309019089668,125.47075067802511,7
2.697069973126008,123.7118644725542,7
2.452190024710698,136.67165674946457,7
2.429031832355562,134.29678461261594,7
2.696630308534389,122.15497889603529,7
2.4974602318341477,132.81965955825743,7
2.6114290034129506,125.16544139799727,7
2.520279670436567,134.51910889593574,7
2.5848379925784677,124.14483507659067,7
2.7022360549941085,118.89598418358788,7
2.399551759997076,132.90607802043206,7
2.4688612534616303,132.8796803407969,7
2.2163446426241236,148.89406965179103,7
2.5221099089338135,136.3629614788482,7
2.3316693787512723,136.553784823885,7
2.6134261425840783,129.7343156586355,7
2.4014624407319047,130.29131703885383,7
2.4723336618279417,131.9311702602147,7
2.614434869841756,123.81375426199921,7
2.419639313373718,132.9022983109658,7
2.4136598178088313,128.91175364026682,7
2.59424739475287,125.26370982923868,7
2.5524471698384392,123.67322844242645,7
2.403755563604633,138.7399765058846,7
2.647441715897355,125.74172097961768,7
2.547904463960631,131.4134786969656,7
2.7942674965853875,117.82541069829175,7
2.4351433694081264,130.49634291123357,7
2.62329439601108,122.98762889770127,7
2.369912110206618,134.11336939867104,7
2.2294740759640286,138.74073740702795,7
2.5062341924032405,123.27199419630489,7
2.177734265934597,149.1810696441871,7
2.5361942940428994,126.93893405099904,7
2.3610863949632637,130.2470005864339,7
2.5308293370002732,131.03013465795127,7
2.4785247462294775,131.37533069136933,7
2.4029629755372195,134.79929152885217,7
2.5301319146141226,123.14763240498475,7
2.6241944430507793,124.21391499196514,7
2.5322355852236544,124.58632912871494,7
2.4554708069907294,127.50882228391198,7
2.403562074943938,125.6364472319066,7
2.4915759062083325,127.11991872668874,7
2.318882938339124,131.10127408983342,7
2.425031089337431,132.6827157142686,7
2.494406240067016,132.26641937840333,7
2.2716174211859634,148.1270651827167,7
2.4909258986195337,126.31442870610233,7
2.597382680997856,127.02320080666748,7
2.315250047619618,135.3091359415255,7
2.4789813607562103,131.8945491405744,7
2.4077264142145234,129.39347989437763,7
2.692140636178081,119.16985064798602,7
2.30120777312925,139.4591491338285,7
2.483605522480923,130.2543562136343,7
2.629634075911966,123.3979417892214,7
2.217995601280703,143.50239482770624,7
2.5742097147924228,120.77773177221967,7
2.3881232076585857,131.8768542104805,7
2.7004408153572026,117.44429777880616,7
2.4924240926326693,125.83796034628068,7
2.3621925882631376,137.92255731972594,7
2.3327901755351794,141.56670160385167,7
2.7346709835301763,124.45407107202342,7
2.310441787986053,139.8857199210961,7
2.407731494457153,132.88438808779455,7
2.5568629283334867,125.87234788023704,7
2.38859436500447,134.4923568655369,7
2.4839030215717712,131.36349228662,7
2.49366552811034,127.64786444097965,7
2.5407729247348114,128.1702982909561,7
2.3861645824436675,135.99350152193506,7
2.391462480699064,136.09767632634274,7
2.5032198992239034,134.12470625786912,7
2.475191232063564,128.91419177527902,7
2.36453405186786,136.57425803813712,7
2.337821690315003,135.01057597572938,7
2.5228783300020394,128.78906325726075,7
2.460945226934972,128.00451154028687,7
2.6627738187147862,120.34809372584039,7
2.7774419765634204,118.0673654068693,7
2.3830225327436505,140.5434263656767,7
2.721380797429833,118.38961560233159,7
2.332484434568335,130.2546631343328,7
2.582423643673714,125.76674226773812,7
2.1502403726347388,145.01553565273764,7
2.371389438653762,131.8595406391388,7
2.520717178780309,130.54613421403965,7
2.2578455964074315,139.14458935231102,7
2.2735863243115144,140.28310977809485,7
2.3843970554504197,130.5362427972742,7
2.383146104104938,134.2086664891581,7
2.3437030659545024,136.81752354975842,7
2.3432491669230044,135.4209624636129,7
2.4438821160659714,130.84388397519984,7
2.47518316592455,128.39063776126113,7
2.178104122695374,153.82197267066522,7
2.2491652989391357,142.96355850363898,7
2.446791007057488,127.53914572426383,7
2.51324089755949,123.2314853207851,7
2.3622765687614495,134.06903708343563,7
2.4983318632774107,124.82546138432942,7
2.5639609432159873,128.16495470355946,7
2.5086972256060474,127.35274613804376,7
2.418526024568452,131.86701191871936,7
2.2830365194912345,145.49258583713535,7
2.436750670805676,135.85453282329507,7
2.691251985952508,121.47903925587322,7
2.464013010242249,137.30446066682617,7
2.3991019818930397,140.91946510930217,7
2.411443694997532,131.16179898438565,7
2.3565535205187405,134.87436421944307,7
2.506530192087294,130.57000217915845,7
2.4635426298694094,133.14046536122936,7
2.3612734806703197,132.3263212835464,7
2.528299817626271,129.39107897807804,7
2.474241931368874,127.792529982435,7
2.346282899630306,135.6575958602856,7
2.316927756116475,143.61494853243926,7
2.430804896541542,135.23721369950854,7
2.5616406141550083,122.19796110627681,7
2.413522622235973,133.497874799249,7
2.526517614998363,123.71604266719196,7
2.3805857471667955,132.00481572546107,7
2.4254806211664133,134.47885605372406,7
2.4662982386442684,132.75597546917572,7
2.447968180003902,132.42773399974928,7
2.375458509120868,141.65749186437458,7
2.5346196228688402,124.3040939884575,7
2.6124545734057785,125.52720831786279,7
2.3803770560993054,131.31921261269903,7
2.409101281273213,134.40272010114236,7
2.583342877858627,132.26669528715883,7
2.4797247647588674,125.94574848287704,7
2.4724660101625595,133.7785312283192,7
2.377183584951025,137.02469792897273,7
2.6567789408142266,118.53399164867024,7
2.3015614544020826,138.21384800935178,7
2.5999344864699805,129.58217812871305,7
2.3926845805042602,145.14764119836275,7
2.446103411767764,133.76993608045152,7
2.3795818077135555,132.18838575352288,7
2.3596844580853418,146.78315593678624,7
2.4991290826081074,128.60038820553055,7
2.5233503447223544,131.91704108407038,7
2.3768727526008693,135.3533169395267,7
2.202226136504106,147.62702223153212,7
2.5275825524678517,125.00573020000493,7
2.4974973289099944,125.50161917365965,7
2.4647025601238437,134.1401264421944,7
2.4156574874609733,128.59536745655254,7
2.425345649464776,127.2678028540872,7
2.3541154471804893,136.86016114307418,7
2.3985600755831338,135.3745284199439,7
2.4691638143161585,131.07449929629465,7
2.502613164366176,122.08693713109906,7
2.390122573706018,131.59445750255207,7
2.5567848547597363,130.12630271807896,7
2.24468196347426,144.50756667982205,7
2.541971595275852,127.69962368509553,7
2.6699682095365556,121.29541194857748,7
2.5528913290254036,129.62454307355083,7
2.6157758715352144,123.44865534850732,7
2.483250830520755,131.65934439397162,7
2.4207133167356054,133.6775136460541,7
2.4183877334652806,138.49742006542132,7
2.5316560318878003,120.68820228185281,7
2.474681046977967,132.6324940032526,7
2.3687621456244154,140.6903651969739,7
2.3098745540070706,138.10531332444734,7
2.4932369977827396,129.51246664474453,7
2.602079513965045,121.19608557936236,7
2.3921368685270137,139.13915190242543,7
2.4500610793276554,127.61033490433809,7
2.4904339000741884,126.94214686333117,7
2.5107745370809793,130.17171233386387,7
2.464710208880586,128.35207392668661,7
2.39933599263645,132.22782962138515,7
2.4014426967462494,128.78705065145002,7
2.162092301849423,151.53900529239414,7
2.5591855124625553,128.81431342429514,7
2.5055768716942,127.89753458439324,7
2.326235364744923,138.35290995735355,7
2.417603665945157,128.41980377504575,7
2.5868005292096194,118.59356979041426,7
2.511265379900258,127.13599547234169,7
2.3450560694232023,137.35956891196767,7
2.6643679847461783,121.68137723602517,7
2.3541890186469914,132.82041526602117,7
2.5104288726159787,130.37678255156925,7
2.580879115838166,124.10889139929378,7
2.2674713651126908,136.80376956999444,7
2.4555323401855187,130.00783964821406,7
2.4253452811144682,139.63435157202917,7
2.399716630520437,140.35645727158607,7
2.470205761945888,135.55185521375424,7
2.5153185365840165,128.5097701975936,7
2.362064750063808,138.3199541470404,7
2.0625666214064315,163.76582466344595,7
2.4799869401448262,128.4462015320646,7
