Beta_1 Parameter MLE,Beta_2 Parameter MLE
0.00475131904023085,0.004756877321189048
0.003120828781946499,0.010735129310485567
0.004507301822025646,0.004507302359332068
0.003221293300641234,0.005925722934426804
0.004138724619273592,0.004803331420069758
0.003090518243085651,0.009052556421922844
0.0037978703401398534,0.006267940594740199
0.0031091302716790064,0.0072151623366569035
0.0038529348100095648,0.006877882268918485
0.00318872822224509,0.00612858112232203
0.004172165908747552,0.004600348005402818
0.004423681602472714,0.004450049638272923
0.0036422849857268014,0.006360187036102154
0.004397246185569904,0.004397247328669531
0.00442757904215686,0.004433720741353414
0.004622467622534448,0.004994475504654629
0.0033642762632583945,0.007323005093116971
0.003427746327750335,0.007830142031350136
0.0044533907666241875,0.004453392204374119
0.005128402674911617,0.005348728433298535
0.00470692225167075,0.004997433295951473
0.003872806630657206,0.006282800123996034
0.004156655220793121,0.004813832594590922
0.004868912656485139,0.004899214329808635
0.004643867471653527,0.004643870685991603
0.003193038277929253,0.006837154341005642
0.004680465475861772,0.004680465616367911
0.004330408144289637,0.004330408785036231
0.003078721955107862,0.0057973044759938
0.0045965394838921834,0.004691720851602787
0.002884921955210633,0.008070926900912719
0.005051816947059267,0.00505992391098335
0.004598796678158741,0.0045987982775096475
0.0033106974582649486,0.007362585164990295
0.004377964990356994,0.004377965937449378
0.004560984390560968,0.004560986228416204
0.0031552979032194828,0.008984769315516901
0.004329740048395293,0.0048770205172196535
0.004636376251091651,0.0046363765309859455
0.0029575037720770097,0.010260161288121022
0.003324520031560034,0.0048582392037226545
0.004399184735582198,0.004523726878013685
0.0035734025698436274,0.006058059110455956
0.004572617863732468,0.004572669967971736
0.0034785736883995782,0.005124192446986168
0.003952169483805066,0.005174059079319195
0.002638068044788197,0.010264623962863137
0.004358808861192042,0.004419338230360658
0.004580197870008504,0.004603791345462599
0.004108809734290698,0.004144668291083493
0.004737579911953048,0.004843439860364935
0.003826261380682713,0.006841316037517553
0.004200530149821185,0.005193643515916297
0.003410272447377318,0.006316879579150378
0.004161193823077613,0.00449147180683886
0.0031667890318040795,0.006361371784949605
0.004783560433900624,0.004809621924670851
0.0042459253942976885,0.004246608560915423
0.004877136820319497,0.004976330738968414
0.0042925466329906525,0.004292833459221645
0.0041170746512907575,0.004425850608159039
0.004362876629125989,0.004363504474806914
0.004549261874886065,0.004549262386567272
0.0044776556200346,0.004490807167287688
0.002923182808781037,0.00804182419925034
0.0036622552505076646,0.005835637891890179
0.0033475169746228664,0.006553893106993135
0.004730328208461268,0.004742502741924593
0.003073942659591155,0.009901575449789082
0.00350040920587651,0.006462234526440049
0.003096854803992349,0.00833253767202657
0.00456805601093645,0.004571569180044962
0.004889653897732157,0.004889654153224067
0.003897013729529086,0.005917984001654919
0.0034361554534756747,0.008246483186594664
0.0034078049114734357,0.007254392049761289
0.0036808487769114016,0.0063631845905160744
0.0031204931484243976,0.007617877073338199
0.003493745437165221,0.0066362415654456115
0.004305386909766131,0.004360489843329193
0.004425566808071364,0.0044255673299870004
0.0035641193266026153,0.00618897608774149
0.0035381184593626866,0.006556006638490253
0.004320037190579435,0.00432003721581036
0.004231805174743756,0.0042454127247083815
0.0030309586337759365,0.00660833538434651
0.004515466395271753,0.0045234104425387
0.004203816442666434,0.004468514454521322
0.004580101429630854,0.004580101606500335
0.0037396506226966683,0.006373925747750702
0.004438554334494379,0.0044385546501959855
0.004375950521533153,0.004378143044580744
0.004401733561525323,0.004658170595466783
0.004211690692767605,0.004681287387240952
0.0032954629692211433,0.006963586883066959
0.0030880188838518095,0.008292175027966444
0.004693155213785691,0.004693155520230157
0.00347417631561826,0.004281875121489089
0.003151203056624489,0.008522133164024934
0.004722534901563461,0.004722539276632528
0.004331366905800256,0.004426889559577101
0.0037741243221374905,0.0054488524908471786
0.0035635943901341145,0.006482893574345755
0.002987700568580953,0.006411732793813785
0.004096279537002627,0.005965024837310767
0.0029965925103046178,0.005930116311646702
0.004695105231193154,0.0046970821550688605
0.0031979590242329744,0.008825045534009087
0.004128641547945656,0.004282399195134808
0.004600205769074151,0.004840601148670451
0.004888948187273752,0.004888950638979971
0.004600168120122982,0.004615657252088432
0.004125873185028256,0.0047833692811305225
0.004608805156968528,0.004609309628725173
0.00412538803590244,0.00413160770829127
0.0043500631349677734,0.004460983931716429
0.004149559773843279,0.00527324018593772
0.004862665714197126,0.004875103964670977
0.0033171638561151455,0.007540793932630488
0.004335847389711567,0.004335848275726994
0.0032355546889722415,0.006686075372768201
0.004365939558084492,0.004365939721435044
0.003435986105786825,0.00794273337650625
0.004481597226831818,0.004481598010200633
0.0037352033314829495,0.005382041780539879
0.004549993665050467,0.0045499972632001605
0.004842799261232702,0.004842799584697062
0.004692888304861742,0.004692888961872386
0.004348009397205994,0.005760062720038515
0.004373670468150854,0.004703469440343994
0.004754480440532092,0.004843956905746117
0.004423834620504881,0.004423835376874669
0.003063675875281954,0.007533309951162359
0.004598487793288172,0.0046049286030987666
0.003647217859740039,0.006837411435260166
0.0030841494450544646,0.007707579185169436
0.00474240826005618,0.004742408759479699
0.00488516155140857,0.004885359112486527
0.00462267503935067,0.004633997169040534
0.00462447850849275,0.004635342415657937
0.0046921560162307505,0.0051512173871820005
0.003169571799283509,0.008524006952956532
0.004626597802292894,0.004626598359919324
0.0045585995442759784,0.0047908548930242
0.004291001376569803,0.0042910017633816175
0.004206564263043967,0.004206986172389854
0.004401853978178556,0.004401857477550679
0.00393160291118675,0.006935071920746324
0.004420453689135866,0.004421716118585143
0.004213107959515673,0.004230177382759441
0.0045397044174677005,0.0045623616478504825
0.004711297216700329,0.004711297499196358
0.003978015434491348,0.004257594342859898
0.0046297148676836125,0.004643641310756004
0.004304116008998683,0.004506890624876184
0.0028921020739302986,0.006982984371259276
0.003039108321382823,0.009997236201382872
0.004085734833379436,0.005504500429900942
0.00301119444932493,0.007182950931820519
0.003263108524440825,0.00772499514353501
0.0033893738379455573,0.0071944571338035685
0.004887576718788979,0.0048877683906520695
0.003059668085799724,0.007671953156158834
0.004841198368458123,0.004841199172261044
0.004461127923289345,0.004511825979610383
0.004346140748745731,0.0043461407615855326
0.002888545351992277,0.011783834611193233
0.0037552202736726315,0.005255629662984859
0.00304969505465059,0.007077462968939002
0.004583071993215704,0.004583079055201675
0.004252822646799988,0.004582309554968735
0.0048003285025872144,0.004810748296615072
0.004184771162757663,0.0046180582408028425
0.004134475495752579,0.005415579593121592
0.0034081330699915866,0.006024285624279181
0.004630749522355933,0.005092750905753702
0.003082473325488598,0.010219896259720683
0.004484891069663939,0.004484891836133065
0.004688494868245306,0.004688496920973397
0.0035727063484555423,0.006653448188510746
0.0034519906491471447,0.005989089989936765
0.004528222573517205,0.00513602059861788
0.003059045942821675,0.00896769725475353
0.004687651183142651,0.004687652109887416
0.0031776275554745996,0.006846814591788477
0.004128724678140735,0.004570544590287537
0.003034758181340106,0.007691030742796477
0.004740134277269056,0.004741290196763395
0.004533458360727251,0.004533461605166327
0.0028986223987516437,0.008405282563932264
0.0035952195040848197,0.0063325237740693395
0.0033827163158280174,0.007572834177082995
0.0034636603389263244,0.006178848087411746
0.0033768686227392732,0.006557773722086713
0.00476135943744225,0.004765855558200257
0.0037449783330152867,0.006159584151127067
0.00513532163032923,0.005145498962502909
0.005017570654009471,0.005017575029129751
0.0037331197169049764,0.006120914263490839
0.004324649107565935,0.004362164788648209
0.0035246859678653673,0.006479220488641123
0.004784222377067811,0.00478422291627082
0.002862089913158938,0.008834130545329605
0.003883358809513144,0.00582576650727777
0.004736695908118763,0.004736696091500151
0.004607339067820509,0.0046073626195235
0.004770974600520835,0.004773555981181219
0.0039061517127127543,0.005352417795550273
0.004556890056653767,0.004567809484938388
0.002967526088185644,0.013466695036857991
0.0031253194875858104,0.006427702846927036
0.004013794063414964,0.004651019744599593
0.0042180287682320825,0.004219065670101885
0.004268817888208733,0.005154485107331291
0.004659356968401514,0.004659358110737886
0.004638939406091959,0.004643286774073385
0.004274990378271938,0.006822546324323249
0.004626042249034321,0.004626043226275545
0.0044759857900374,0.004475987851078416
0.004447193848019513,0.004447193939769403
0.0027311833381818804,0.01407427862475411
0.004453055629267913,0.00497805808085406
0.003354780579160428,0.007528191351145191
0.004699754701221753,0.004699756429555826
0.003175186037403355,0.008753259740277863
0.0038463666386610368,0.005110828944999901
0.004303826542875795,0.005607936592783071
0.0033535909448049223,0.00778784018933527
0.004207214609392475,0.005442142429912863
0.004534662473822287,0.004534663975862551
0.004707368792459735,0.004777571070127651
0.004259596937954479,0.004259789697481181
0.003402536344373229,0.008731340843368879
0.0033753208874906545,0.008665467124141155
0.0031229551642870594,0.007599079989585332
0.004194858747692709,0.004891916217415831
0.004549697637959209,0.004769791527035566
0.004121403941228573,0.005001015109492862
0.0048119289561229135,0.004811929454171438
0.004453647210548089,0.004454232432065031
0.0033697086663874677,0.00739985742814141
0.002873466879357285,0.008420760102795648
0.0030357866346053504,0.008067141579821137
0.0045949785131945056,0.004594978576781258
0.004055948600020526,0.0040564791616046385
0.004542558507727062,0.004542559982262029
0.004552693093701846,0.004552697007831883
0.003337330325042092,0.007119169701066407
0.004561632345740071,0.004564837441510075
0.004210902895517863,0.006149743527011786
0.004726516086773866,0.004726821623531928
0.0035613343791643854,0.008492026928849896
0.004492516185260579,0.004507488763766917
0.004559082668142333,0.004559083453611536
0.004718563017838591,0.004754637407083403
0.004717836016273694,0.004735172712681018
0.004537348404734662,0.004539846257148821
0.004630962159049816,0.0046309638233923145
0.004061915603283616,0.005613023438768831
0.004574042400948905,0.004574363423415635
0.004219796147957531,0.004219797033682045
0.0032734662358745643,0.007654504647546372
0.003903608759221844,0.005701768193554158
0.0031272508037371084,0.007476617380213912
0.004659948395725627,0.00480171216210047
0.0046774279683625955,0.004677431481437875
0.0039752943976240325,0.005554709468025137
0.003785768555836613,0.005796403218233625
0.004638673504138831,0.004640592420222648
0.004020802875426612,0.007775789858862668
0.004472519814887747,0.004472522212547042
0.004738859377789969,0.0047388609022522106
0.0032866097494455354,0.007181840953745894
0.004859023701279528,0.004859024030152787
0.004871952985032321,0.004871953396803305
0.004735067834427086,0.0047350693887498185
0.0035299193765148166,0.006570304742395975
0.0046309637621342785,0.004636040313523282
0.0030136143574174116,0.008342082560810746
0.004397360837025292,0.004399575427140539
0.004511652010959161,0.0045269523533905225
0.004489102729837635,0.004489102839771785
0.0038233415734272628,0.006845525020467607
0.004535670119533492,0.004539417005673409
0.003065778033886887,0.006582833067320651
0.0034133660078811785,0.005122872609948906
0.0044160987187346085,0.004416099169497561
0.004512721246740017,0.004532781682303879
0.004802519696358437,0.004802519742931658
0.0034660892994892744,0.005914926667834376
0.004297475774225613,0.0043489807464971
0.003357387528537982,0.007699048960400136
0.00411268338032172,0.0051512156368970895
0.0048147485017965225,0.004814749819501343
0.003230905636564685,0.007615820646756238
0.004743393072543178,0.004756325027979203
0.004550259301692341,0.004869997084019626
0.0047990543669761375,0.004799262458146101
0.00418834928433623,0.004671854443473558
0.0026149667214827982,0.009187712045336372
0.004153021634356225,0.004910033055840306
0.004750161130227772,0.004759218699273641
0.004512652700879649,0.004550312310268109
0.0028777416438503503,0.007617995347062819
0.003372301142994377,0.006068512240511993
0.004074890265437031,0.005969474202903718
0.00305448540583977,0.007528131009482158
0.003725483632947114,0.006692256056368055
0.0027326294806027432,0.009561109140063034
0.00473406439839124,0.004734064541842928
0.0033257928044881655,0.009145087772056255
0.004175619693392972,0.005090372217948168
0.0034744012896234947,0.006586114399667475
0.0047477657113387355,0.004747766537763036
0.003837570638452724,0.0054454067943333975
0.0036777677514551912,0.007073723067566486
0.0044377138084162725,0.0044543847724123125
0.004553041718173095,0.004562979215945503
0.004791693789604113,0.004791693801642193
0.004700437425610566,0.004966351357453748
0.004355942533700805,0.005314716236155028
0.0030311211866056683,0.006761315834846919
0.00408370719047064,0.005311442164441162
0.004189868829478835,0.005358514832954915
0.004329552293358902,0.004398370835775867
0.00434845711845582,0.004348457797029413
0.003448199180470204,0.007380378979801067
0.0037075874731447313,0.0065720572761786035
0.004291040329133552,0.004546438440466347
0.0030522076383108095,0.00757829772235088
0.004890619030616781,0.004909126321556273
0.004446105675074283,0.004917497801925132
0.003506231247224653,0.0062135495421325355
0.003926171180557815,0.006102448250225544
0.0031454291717978055,0.006375808015952174
0.003159602991557267,0.00744924558852351
0.003459086942428879,0.006050860084214018
0.004464077482650331,0.004671287259738881
0.004551194609365138,0.004551196120019391
0.0045912219224959,0.004591221959040753
0.003430522210253253,0.006005858721015403
0.004275587994579506,0.004275588209037408
0.004473092394905495,0.004568180260191366
0.003979680526010993,0.005849040716205447
0.004354699757427201,0.004354700361935721
0.0046507521201603706,0.0046507524052290024
0.00491641983971661,0.0049165591914210926
0.004221812884013995,0.004493969600495092
0.004674087541071142,0.004675898456207583
0.00432762048654205,0.004351517750694787
0.004128334917234295,0.0041285796617246216
0.004897751673205043,0.005097031347340842
0.004432101519810203,0.004432101621754819
0.0033547430524714255,0.0056576327735438645
0.004545702748066826,0.004557363362911537
0.004117517596127832,0.0048405763019291025
0.0048942223151760235,0.0048942226583744515
0.0049309833936415125,0.0049523761760398854
0.00302998899760757,0.008898842830250261
0.004494863616483197,0.004512307230769197
0.004700547243240259,0.004715182794004324
0.004607496254124021,0.00460749662243444
0.00476982617257677,0.004769826369126621
0.004402063619491102,0.004407624417293858
0.003214326203332243,0.009013614746044065
0.0035864507927261063,0.005875329268358992
0.0036620791205762824,0.005484711837580881
0.0036722463600380745,0.006727956445729096
0.004421891271392834,0.004438784658622156
0.003984374187074536,0.006762824090656252
0.0030844519265389183,0.006412599628877859
0.004808396948190658,0.00491861326243536
0.003818656196609021,0.005970782281961464
0.0037817885111919363,0.00542473526990327
0.004452068450443241,0.004860079626135364
0.004105753889230043,0.005999671186613843
0.004192736073670041,0.004193929104616143
0.004415893199598329,0.004773032638310342
0.0043996796013706495,0.004400254097589981
0.003033526396433086,0.007020462628561588
0.00478433802314967,0.004802947704072966
0.0037701588445372075,0.005797103129520206
0.004406656247402083,0.004416967442418314
0.0036921865478415357,0.0065391741693475725
0.004413776153373888,0.004786220119206035
0.004453425445779318,0.004453508617562716
0.004760340358626454,0.00502282092595571
0.003474557568369485,0.00870049245466114
0.003224749331634783,0.005918493993226193
0.0028816582720537685,0.009067443893557492
0.0030128913434558976,0.007999010812767045
0.004750858309393247,0.004753297448596467
0.004642213516504463,0.004642985716798477
0.004681342522052454,0.0055513555672353975
0.0037040744086798147,0.005885639926288017
0.004539637869500621,0.0045401970578298765
0.0034383298827807894,0.00702209619597116
0.004869583684918684,0.004869585176306111
0.0033035698375444953,0.008026068591604672
0.003886025263356328,0.006816734813267694
0.0037984194721651142,0.005125215006025614
0.002924824544278203,0.008165081797838663
0.0027348963145905933,0.009303980948237396
0.003831737414660137,0.00559162768183526
0.004260796992884139,0.004549946578037064
0.002988953587717352,0.008919506845610414
0.0030127152546773005,0.007632418174271001
0.004505768560554239,0.004505828226848537
0.002898137470141569,0.009295579131762922
0.0045156123543663,0.004533487847273697
0.004605630016759387,0.004606086366519858
0.004586679248388404,0.004586682016791644
0.0045160321772139324,0.004522152009365512
0.004992785605129062,0.004995784142569816
0.004724271988649865,0.004739867836469562
0.004611545824603385,0.00461154588093168
0.004582803791875562,0.004582803975040175
0.004961865558818319,0.0049621066732657695
0.004495386367005828,0.004508856120525712
0.003941932249647246,0.004313313725808293
0.004389048116095065,0.004448501084133324
0.0044892131508582536,0.004813252384340545
0.004618917836808205,0.0046511358451681965
0.004773334064949048,0.0048556556841772205
0.0034122272595330664,0.007481876647684863
0.004464971568840972,0.004464971777969253
0.004532783425400663,0.004547595346040793
0.003633724005491453,0.0052587210446145075
0.0031317963153882616,0.005790549830787295
0.003897660696697436,0.005610439795092532
0.0029856368253194706,0.007108615876872094
0.003320762154774251,0.005002330400833972
0.004708930147793667,0.004789738515467122
0.004550821321647422,0.004941297901001976
0.004675008078441084,0.004675008361966818
0.003169834442379459,0.006595741279224705
0.004648937763245007,0.004663116075071325
0.0031130329436309155,0.006825894524006444
0.0045340489402378135,0.0050097009894336676
0.0037742556393695727,0.006621739804688687
0.00476124763989852,0.00476124786901743
0.004396007750025353,0.004890091807240923
0.0044857796600971285,0.0044857807903221315
0.004358038216111534,0.00435803835107502
0.004163299645277077,0.005986218176554003
0.004249485638697364,0.005855106290510681
0.003170771478601833,0.0072716109342271735
0.004643936878910267,0.004672594426713181
0.0035849095316496924,0.0061691386844810415
0.0045008938589957085,0.004528630212975518
0.004356100244199872,0.00458167287452431
0.003618020257199555,0.006517232814923508
0.003952841777643395,0.005141318015129433
0.004910841841316962,0.004922982189878553
0.004587290068955238,0.00458916558147355
0.0031266008329914087,0.008036011261228337
0.004326105821220498,0.004459479906522498
0.0032631692362933913,0.006731546458662036
0.0032207312892443387,0.007491010278942163
0.003289167576002029,0.006940463561553359
0.004424469923786697,0.004447330511435499
0.004685645370519962,0.004694850938272031
0.004497911293851057,0.004515647386031853
0.0033173157495872446,0.006764220793562868
0.0037496147072194983,0.006171351854369558
0.003303831526592934,0.009214778639127124
0.002931988671491515,0.009042744841233373
0.003520477814332097,0.006244620507441059
0.004067072318894764,0.00475798311602367
0.00482285436152263,0.004822951167459797
0.003245526924542585,0.0063948513257103354
0.004454374497536374,0.004727714899426914
0.002779147290753029,0.01162778620969383
0.004690105030457228,0.004708747794478615
0.004372737994866015,0.004411697194652529
0.0032700325309400016,0.007410078121660191
0.0038748423476685652,0.006440762611237602
0.003034369729382429,0.010663986053177508
0.003123167895981509,0.0071246196823899766
0.004538065413912089,0.004538640782541181
0.0034924616447077855,0.006958663533217039
0.004179364127194116,0.0054078732945575855
0.0030888721265039843,0.007902002847013567
0.004944682920570115,0.004944683559679317
0.004692797143564256,0.00469279816945418
0.004386174621753282,0.004400154466150178
0.004714508059724434,0.004714508105270862
0.004522607764070911,0.004522616159736434
0.004691957180623178,0.00469195921347223
0.0038902641222680334,0.0058459559689076224
0.004481715382047925,0.0044930391657814405
0.004749627870312242,0.004749628675746879
0.004499853081307669,0.004499853784293736
0.0038150950591421535,0.005372138614157235
0.004563557721462857,0.004563563500813001
0.003022310861337349,0.008497095963291948
0.004664391564883312,0.004664391648451155
0.0045340260928148565,0.00453402647332089
0.004697870342492807,0.004710336831012984
0.005057597098288415,0.005057597321801722
0.004763701530940135,0.004790604274479725
0.0031790170922229967,0.005732489918762167
0.004125522024832439,0.004303336893974033
0.0047078396081482845,0.0047078400416431816
0.003909266068488069,0.005880025269859403
0.0047800968986731855,0.004780097203149392
0.004801721230843932,0.0048176112223192406
0.0031588381403113317,0.00875248022826163
0.004851126925759927,0.0048954730631361075
0.0043522357216260665,0.0053919333407669995
0.0045970830343155765,0.004597084342934041
0.0030064011765712573,0.01018025410602861
0.004537137152454762,0.004537138659544561
0.004327647655979244,0.004327840575044307
0.004470816932060537,0.004470817473577633
0.0038928561517659888,0.006102896687063444
0.004311703774299079,0.0043717403204266495
0.003025201697137894,0.008591737009127574
0.004868012118012184,0.0048784609209911005
0.004523890923266727,0.004523891525978907
0.0043810399395439745,0.004381040295461539
0.003933561421469297,0.007263312675325834
0.003794254825590434,0.0064236739798732
0.0029820975687946407,0.009352713846216904
0.004561151789001154,0.00456115256191796
0.003727419871690849,0.005586147108693031
0.004663333717530297,0.004663333843504308
0.0031828223508812725,0.007685172886950918
0.0030320862890162274,0.008033409212269114
0.003227261147309104,0.008093071186667225
0.003110794489377821,0.007236842198486158
0.004813744191003613,0.0048140800556407
0.004854390211479312,0.0049979824571949
0.004482469719025035,0.004742773168727237
0.00460670091874175,0.004632754320580038
0.004315409385707517,0.004567055818325321
0.004519179123458792,0.00451918066043908
0.0036840275932369802,0.006867970296011548
0.004272048995795907,0.004275530681587813
0.003236763560212276,0.008002762762477177
0.004600125782730264,0.004604800738167084
0.004365946082702067,0.004611752762972686
0.0028888616183265557,0.009165460944128082
0.002997964216956458,0.010662072339762034
0.0044656348953253724,0.004480677146452874
0.003317286581075485,0.008676122675334066
0.004444366062699924,0.004718740975221405
0.0032901756440899548,0.0056302286390182196
0.004574978128749758,0.004576567106504244
0.0036916958785152467,0.005600195589730459
0.0034614251302257574,0.005206736997074768
0.004293914396413063,0.00482399074382249
0.003641289537096331,0.006460985504318069
0.004842520136034231,0.004842520238450161
0.003381727856292516,0.006105229194632388
0.004766845628853276,0.004766931616294346
0.004703060273178245,0.004705278105223378
0.00292479405333467,0.007184686470115607
0.004759964523415436,0.004882892206894257
0.004698723202164256,0.00469872351026836
0.002991632837932014,0.007615525826598846
0.004200150367784483,0.004228044545923086
0.004176500067052457,0.004176907873157423
0.004799799408008843,0.0048033477438393325
0.004736661878234557,0.004760310292072811
0.002882980265828769,0.009284843296263598
0.004587291276146422,0.0045950586793846535
0.0048387358835024,0.004838736255994031
0.00346797578689384,0.006610903744931737
0.004849803888328178,0.00484980467487948
0.003165631764871433,0.00875436143986035
0.004600994399776602,0.004600994476070865
0.004658834447806999,0.004658835971344363
0.003299920893546034,0.0071718648888050305
0.004336239309626994,0.0043368955572856355
0.004807608342962695,0.0048078976537352614
0.0035341390844726875,0.005994716646592872
0.002851068870405298,0.008765139334150587
0.004797449608846514,0.004797449878709876
0.004494383619268655,0.004523802406117808
0.003772184404606901,0.006657890718560787
0.003563473273481569,0.00544855394088883
0.0032560293670368993,0.006181264020654014
0.003067630599464154,0.007889846850472037
0.0031618938736557964,0.00811619560685827
0.004638157226199002,0.0046428644053563345
0.0030130153221133754,0.007919325462085723
0.0037235874978038363,0.0055045777854165695
0.00399262267069831,0.0053065978199584455
0.004508322632579693,0.00450832308171433
0.00438386668160157,0.004384157568303071
0.0037950793051063107,0.004340393623462511
0.004360275847763606,0.004360280016834541
0.0043520670960593855,0.004352396761652672
0.004140112222718233,0.005536938032444647
0.0030744785177061794,0.006591574710159493
0.004490168849484903,0.004501386157658671
0.004151988725275838,0.005133363618504016
0.0034993780981177514,0.006509695799035233
0.004498288695114061,0.004508596187057964
0.0031143129672530916,0.0058251241932233185
0.003959810426378777,0.005986220360124535
0.004421228535487804,0.004421228703664
0.0043370695622243025,0.004341698410757854
0.004594517355305878,0.004595736592429234
0.0032335764940623285,0.007074352237650139
0.00406997472080236,0.0060700200989299135
0.00451922772460592,0.004616077455597257
0.003929976029684876,0.005308007438801527
0.0038414641796043134,0.00695914245357602
0.0038071125436523194,0.006673908168541966
0.0036014578381707296,0.005969704883486193
0.0044010760915607116,0.0044649621105215444
0.004905841884635389,0.004908880849993804
0.004206495871707327,0.005413055325456001
0.0035819593734789266,0.006645258396842742
0.0031487553185103683,0.007404651238088082
0.002790871191593044,0.009040715887303315
0.004381274973736877,0.004381275008414923
0.003927731250459042,0.0039865944079603725
0.00487470754893439,0.004874711292575956
0.0038748840918890037,0.005727489738765374
0.002894383507885287,0.008629423797885014
0.004059913520108853,0.006889040898593636
0.0037308851871213347,0.005404554562380426
0.0043700619999270714,0.004378826843579592
0.004598552267960365,0.00510028670129963
0.0043684986171326455,0.004567966918499577
0.0030582352506343816,0.007286353849930738
0.0030123405537480176,0.007038706792123224
0.004191326704718671,0.004604982908284733
0.004723437530046756,0.0047495850422740625
0.004760982243897818,0.004760982999699296
0.0036934170773456655,0.005782010020847021
0.003227586508013044,0.007580343694848032
0.0033759231856177675,0.006258621892783189
0.004847632942890879,0.004847633063348277
0.003589996184900146,0.0057803004564705605
0.0028761957852404384,0.010253304426646945
0.004500256520219642,0.00450025686190155
0.003323092968531556,0.006014668493732335
0.004511673619471481,0.0045324141328751105
0.004231475910668461,0.004642278833251019
0.0031481982260609773,0.009253519957012185
0.0032232101602838073,0.00900427836597953
0.004707060921889504,0.004714333513809421
0.003857621668206014,0.005090558085393566
0.004794110272989712,0.0048067145976077065
0.003039782022512646,0.007050055953841995
0.0045449773665239114,0.0045471045527615194
0.004738536852937969,0.004738539865008754
0.004342767688894687,0.005536911454180029
0.004493152674352199,0.004499911614732907
0.004783030826428765,0.00478303089818469
0.0048647238124994024,0.005087417273797454
0.0030366813510216916,0.007511006782476244
0.00467629101038968,0.004717005668709257
0.004960108453377898,0.004960135271695745
0.004680966440356721,0.004680967537591919
0.004250905909616163,0.004250906080649405
0.004455428484149953,0.004456384160540752
0.004493946886376715,0.004947703080975786
0.004538775913663671,0.004538775919109948
0.0036239717509998163,0.0065097401215133115
0.003208846819544804,0.008965777042921008
0.004550813899919802,0.004550815087149576
0.0032789694710461774,0.006199280188592658
0.004432010325518129,0.004432010384148379
0.003375807548730875,0.007688510303198493
0.0045798985581171564,0.004579901775843423
0.002965321788214225,0.009532451494748777
0.002673997355159582,0.010248845246855834
0.004603625484357495,0.004870259308397374
0.004607222062910768,0.004607222229548738
0.004543340929388572,0.004543347612762898
0.0031216095931843567,0.007042776404659692
0.003240063070926325,0.006439327291294421
0.004945515285547399,0.004962757822427982
0.0030449159839315934,0.007649938171327074
0.004728510892746546,0.004873751349155206
0.0030255872297359383,0.007426417634805055
0.004899726395406418,0.004899729187526871
0.00432916415640845,0.004329589464270096
0.002918369984546527,0.008640052511918185
0.0031971718777913842,0.008113196955097796
0.004422979454362563,0.004847897216243219
0.003680342271333003,0.007454606563564378
0.0033380176019542937,0.008322588179441414
0.004231695638522272,0.004525885567934628
0.004292143243271602,0.004292143250571383
0.0031692266787422202,0.005829295503124285
0.004334203260745901,0.004334203933382585
0.0036348179107329962,0.007125832728209373
0.004266323968981604,0.005176765654615206
0.004885093616205092,0.004948479099249586
0.0035468948851620206,0.005868969756655466
0.004473915634405448,0.004940495031381685
0.004881115801144677,0.004942967517688673
0.004337882203200354,0.004525716420286687
0.0039827209901420425,0.005868054466447396
