Shape Parameter MLE,Scale Parameter MLE
2.4426184805792888,182.87099479990212
2.5990593503621855,189.99352202983832
2.5903757374855303,176.03704125444645
2.4597725657851224,180.33378315942593
2.8331328109767924,160.09050023845967
2.4180786130649725,188.36289499247567
2.168781858127295,208.24761594248736
2.0813257399487886,215.86062164711174
1.8677215963041396,233.80063196391274
2.545432598977945,188.1104201967683
2.581815695331456,172.900304741231
2.697011627943553,151.30383929644006
2.267096378084602,194.8623774542413
2.3186331232340534,181.79985164446182
2.373348697619317,186.88994492640262
2.1460093541062117,202.9791594833864
2.765722237782509,162.80566881268402
2.4915871282284914,178.89407164258876
2.892557836158205,142.3581445301847
2.2561951123087174,184.48609280016586
2.3525327235928075,179.35978760027103
2.2298894901287047,205.49195294474714
1.8945757042933613,230.72055760967288
2.4974790670984226,173.66436541297645
2.4264879706825377,186.12424552694665
2.642092285774656,169.22106122698432
2.2443344313156577,200.87371800659204
2.3948211825276355,185.44193994944007
2.287266294201587,211.15747550393596
2.3228875278407237,193.00924849511986
2.345815166230333,173.01668224594079
2.3126144756228015,197.15572543744045
2.850271061945005,157.21705464266068
2.100112448659463,205.52133741866305
2.135678118800485,202.0850723201777
2.4897814416631494,175.04102455320654
2.39621318756945,182.52886741219905
2.752056365300675,160.3546275454776
2.0785299212611457,212.5282122711769
2.849306756330108,158.12514847592678
2.456889148660177,183.90962029263054
2.553974517191301,170.42394529814385
2.2098036318529077,200.38181465448832
2.816191324136204,142.56009239958217
2.4286960966380624,182.13103549871596
2.6767721782341067,154.87308760546284
2.239747443974891,191.55100095774824
2.3394774344080846,186.91489432331588
2.4314133521492853,189.0944492010558
2.1005982474678646,190.43083392592936
2.8894660147681748,146.1650951243075
2.184279875015319,198.97008126197667
2.447423136586916,181.5174554861384
2.6160031791831844,168.60683327074565
2.6315539727861417,165.07718596108475
2.3686328071557257,186.9414951828996
2.7138670995342036,159.39469770427303
2.246643948902918,181.47659845670657
2.9514730008818666,162.64848477216592
2.2500639539560465,186.32765075058012
2.095966165165537,214.11869591779083
2.3666046720893195,194.86447681575768
2.678236825576906,159.19993730010745
2.576834635027104,162.95536386448353
2.494413519597106,200.79137104181285
2.300353840417356,193.8492820103518
2.460658410808363,195.33621239862939
2.3795524231648746,180.15563371724028
2.2536898986752427,195.81531252462867
2.3906315132459506,182.53811551050725
2.503218060226864,177.4460804472927
2.4703058724183604,181.03718689945694
2.360123003832422,191.1013896468234
2.2406807391164216,189.86422315277602
2.4401311763091393,185.00061622589422
2.2878142438135294,188.30491750895462
2.3294366549928043,189.15921917656783
2.2061407834656714,201.52785853310277
2.2895386755803084,202.73979144983718
2.2976019823707357,189.3316644927932
2.274330192479466,200.8555086985432
2.1108888513741006,201.96057368780052
2.549429938851629,168.643054656593
2.4683114341438137,192.59627998423747
2.1885754695358632,197.60471123742866
2.132128660540589,206.89845882294009
2.4326889904140647,177.64071889886694
2.304812368307834,200.62469324109506
2.7911979288083013,160.96504141048706
2.687766009133294,174.76565002027888
2.4454527269180444,188.03641845207406
2.076000798759873,188.4601196340333
2.5500016877522333,169.0270040511247
2.27112472758222,188.70182575680465
2.3212921253727132,209.4475978578639
2.1619954404660633,211.6801581153415
2.1858661236300447,199.4929847643457
2.5950377622799077,164.74772855683005
2.569100211618058,167.71257131549223
2.3385682133859067,192.62073774956397
2.6275747394208433,164.83417939790442
2.7663582906106448,153.89518570775434
2.8907370307271294,143.17518794895707
2.546324471481945,154.95650052559682
2.328346299756316,181.3644662646074
2.1738388612626944,230.8289142278783
2.4523414258104674,171.76330245668214
2.11785859919204,208.06846929076895
2.1235991334305995,210.9631578967521
2.447847436506278,185.2905776876131
2.4681919323970645,184.9337018242256
2.5149765376496718,170.72274815721758
2.291419162629133,194.10399408045222
2.088934470217088,210.51799418946862
2.5348708302863727,178.33178878603093
2.0583180124686327,212.5009828409383
2.391289257954527,193.26685821788777
2.3894845364287005,180.07823647276396
2.5211030931439184,170.15892681404122
2.4785905284054515,176.24650577989576
2.6169077193740766,171.7026157147407
2.403283824892583,175.38028356352262
2.7015541257550764,172.4007891878767
2.115775375985273,194.56042820491697
2.2653980562908753,194.2760829637055
2.2345809911672796,198.87462399517187
2.496147529459511,171.75424056220524
2.0029902054741786,202.92162274430686
2.7701766558282412,156.57807660030323
2.1203207257285177,191.7694551888731
2.4524766342762487,191.13276859550294
2.1686070798874133,199.81338809201668
2.276278955646698,186.8805479254744
2.419560917087882,193.040437007095
2.6927037990434033,158.88507016299567
2.352167079346262,170.54945458057205
2.3961637696701525,199.0940061299205
2.6659906123496544,166.38813918121073
2.1972201271133462,205.5306568014661
2.4320505550318123,184.09731323240518
2.121640152494369,236.73684842530955
2.420583663843822,181.56830707653828
2.270240289682472,198.90440317525287
3.06739303307745,135.7198092352496
2.427135578560552,172.31399352560484
2.0571546409359622,213.72767837341922
2.092489970781235,216.45771835366338
2.454200627317657,193.44916824086474
2.4245192738971366,193.44135256301212
2.9285850036176755,150.52375421028887
2.4052767345703523,191.24453284315445
2.5510799711061978,170.06480466759015
2.645256148427546,171.04045171574055
1.9787066512215343,212.0989802270911
2.685110679405539,162.72860185613757
2.1516357365813454,199.82375847795961
2.442795581736276,183.09260090192282
2.0842110587474485,213.84262841680362
2.1934048086023523,186.33425249378493
2.2028701164602893,192.49229013350055
2.2998944622539064,203.88894584109636
2.6250478370558747,188.23516767107455
2.7439789068177727,157.5132785764659
2.530251920065522,178.90059689840243
2.5782142705933913,166.1584507530229
2.883109251168191,155.17098691782888
2.7105018346883547,155.8333695907749
2.222869607447051,178.57978147668487
2.3074894236193213,197.65327026309149
2.430935379014828,176.02686476328722
2.6744151365593987,155.12375763423884
2.2984983933323844,180.27811046078236
2.632034423110011,155.16329917308278
2.57868981205643,165.80857734874277
2.33525246306982,182.87429839906585
2.438643709818945,189.44777797488314
2.3065153084411296,182.01046109804975
2.354702222769489,185.02118010404402
2.542792030575167,162.15789230609033
2.3608023671303524,187.21280008583943
2.3162794723262055,183.35404308613386
2.409605399557781,180.83351155842962
2.9534313762045206,143.48947569532132
2.684394393713933,171.56342000293085
2.364847736968314,187.00809283064163
2.3714744037057884,194.8912311592033
2.7760957281732597,153.38625013413093
2.464807982437733,179.9114779412507
2.7520338394492714,164.97204167680914
2.4854538364164935,177.50249492639583
2.7732710918502903,161.36715440289552
2.241293179678459,189.74097172908012
2.3241843790196435,182.30991095255524
2.177816763612282,201.78876146050698
2.3675553042149495,180.99512955498588
2.903650604341307,149.01706591091335
2.311259788628546,194.0167851209606
2.261250566377051,199.24236863764312
2.738448241081749,159.844091151634
2.41053481058278,191.0371129110869
2.5601417847158228,181.02287660775482
2.4068286070557146,180.38139175325148
2.619817893854253,168.77419647947684
2.200489227346988,191.65190745757099
2.687648778189696,164.87517354641068
2.289895103982657,197.92699092283678
2.1489219277052913,196.33841678034645
2.235660538187622,199.37876257563127
2.189515465084979,219.86538358180815
2.4917988225393684,187.9904166416432
2.8183783749087907,162.24276439408825
2.623728257715948,163.97809418326958
2.3307750993339877,187.27043568630708
2.344732353728221,189.7754366965247
2.18228672667722,199.47301392691926
2.1754914342366027,192.9892409535977
2.339021206854613,180.0622870762196
2.2405914127323125,190.72210042623496
2.517634627719348,174.0466110905494
2.8124466010117,151.47930137831025
2.9243030931635134,150.13745839833783
2.2306320775270754,199.96436073634604
2.880989463906638,141.08688256918325
2.4893582900156805,175.97243815736334
2.4236971551560744,177.35404375676507
2.628292634777871,175.71175644879733
2.827708793402346,163.63421272993142
2.190373312605492,217.74525808160016
2.8039260091588756,157.73290566418996
2.7519026851149797,160.16312117138546
2.3450203101679077,196.83023411069013
2.87924558054555,146.40565468100823
2.549330662747244,184.06295839779102
2.1305965788133836,223.59532990688678
2.686830744781882,169.0417934069761
2.3611709110012513,178.92727590415456
2.455477397364012,186.7295536768243
2.3111471190695516,191.28390105444404
2.458630306624068,174.50816136571117
2.46371645774582,182.97355567413857
2.187530814837749,188.5713080411508
2.1816917593444147,212.33762166983274
2.438266108707184,180.0693266339766
2.3990121791515255,192.8495206415721
2.4194132219642466,169.09107940184853
2.6644321694036472,158.01443345267325
2.666022456518895,167.8534313489682
2.66571827237293,161.4757876430196
2.2912781888433034,207.43100278858424
2.288877689599198,197.94763772809227
2.645111882630828,163.9368914886424
2.4427389369704233,188.30450899028344
2.135530231012502,224.96986928413386
2.6491337106716792,174.02936436228583
2.513353870164777,179.4235933213369
2.6998161355140486,161.90890967803435
2.5072874808844454,169.52137841428467
2.6561731332867295,168.31582189507512
2.4391346888278678,165.24570202609004
2.248715188317442,192.6520739121996
2.6876588598314846,157.69208712334557
2.383904536725104,181.17659206601567
2.213256115130811,175.4600281898137
2.289421514017045,181.00395670464843
2.7821953259997407,153.9005990402244
2.4719051388326703,167.6383935525157
2.557301271143327,189.75291022998223
2.5955766686281843,181.3609830050187
2.4187489288338955,182.9597152720145
2.187470856343621,228.23605412761668
2.369616237414951,179.67742432587312
2.6901339410320153,158.37595637405764
2.6272996889741815,180.51741200672737
2.314537217915374,202.51309238331427
2.234838997235264,189.05982886290914
1.9490846688018348,228.62540130345187
2.284276374208774,204.29572199375767
2.355710812243282,190.6366013091016
2.5188187313063426,167.82812762905846
2.487026263985934,171.594881983816
2.4183201320297436,177.42538829032387
2.304266404364214,190.27079108965276
2.1070760094832366,199.29455901170675
2.2028061393375817,207.62185073467012
2.498609852248314,179.65068655948218
2.5719558296709564,175.3161934153333
2.227245613605099,191.6773801768982
2.371889347657192,195.9585334849146
2.224970645597512,195.68551398104145
2.7850998838092065,172.15507466738129
2.309279027626508,185.6267871898936
2.2897706690639263,191.27436541362354
2.1220731135957602,216.4641837459404
2.527063103857403,178.6000235473035
2.3947722637616655,188.83894486773661
2.217386357155924,213.59997663275698
2.4471292192916683,183.50220023658943
2.8353350300785776,153.73710883656096
2.7722471783849727,168.2770559035587
2.437046470934532,179.90325129511953
2.048842301242857,206.53452359045843
2.213426233556336,194.31115619600877
2.2146850352348766,212.12006388564777
2.3456993654938447,185.27123960204972
2.291983303871605,205.2714009210731
2.6641333444015434,162.3109723770938
2.1671593995945004,204.2513802004123
2.6183088562359322,168.35873600986386
2.674767461725948,149.32131791102375
2.2336438935376357,201.71217771708137
3.154802903913552,137.95891422860433
2.2080480119848804,192.74515039746242
2.232735514454113,203.11484329285238
3.283727142398415,138.62287321742798
2.3851754644671566,174.40288680792023
2.775197841719812,155.9133541725906
2.9298806032986806,158.0989039681735
2.250343466587415,190.5122415537201
2.2850485964165723,197.40164646592766
2.4343787754001447,184.4572514114413
2.584278280046896,167.89443155431056
3.273991902828897,140.9103785276979
2.23746080259641,203.99919783344296
2.5495397348298714,186.7270830142157
2.7247202023145585,160.85054022407556
2.574091143409836,168.11535685572338
2.5854292800872303,176.72611522017664
2.4808846416163948,158.43428213446
2.498842147715291,171.33820191422595
3.010074268500646,138.86862888280064
2.376843246468678,191.7858404028562
1.94347940968433,222.3422941379372
2.330904874939328,180.07536367227294
2.4628994027733593,178.08733324429255
3.0701996617953706,144.4719549143583
2.4854371297008546,165.4105655937306
2.1207358055223056,198.82508419220963
2.2383745341187686,193.34405411716605
2.29490105691995,198.51102029883825
2.4113226345847734,186.3288518969093
2.212405275539043,203.9698196984522
2.423727886728083,182.18077864355533
2.609511018682678,174.3059628658072
2.761140443990085,154.4974400768234
2.5637376668335174,174.31955988090408
2.7280270647875033,166.22878655050363
2.61116636771202,181.7197751386852
2.1963501859373045,195.3940308531454
2.374961245190051,178.36951266461764
2.326132892156423,195.9846824120768
2.73547431860458,155.976686363483
2.510751008576815,188.55799577462832
2.3778334734607145,191.45741785920328
2.504454834936684,164.89442991711078
2.7773667265279474,165.5615128418816
2.5691988455406016,167.28244209570892
2.765065057193463,154.84864224186663
2.4034158774348238,183.10889186961165
2.010422680752229,236.7326854078625
2.3296941610935313,201.1182065091
2.0780019382747588,201.61303921888435
2.6193949525399085,157.9698330750316
2.0921296546266963,228.6760191010243
2.404262695068261,193.48609834254663
2.0677395672206966,204.5320281899471
2.263203716940783,181.9665715324653
2.892648866243685,154.57715337105319
2.2945118872036234,194.16315299963918
2.5624100492360955,171.17487506868673
2.16835891742629,203.19682271994688
2.377773890990572,187.0352307060917
2.6569878915994085,168.366959553972
2.4957166057345126,178.5364433795347
2.5784754405173977,164.52648428844222
2.2633306783971716,201.5921684244307
2.2649464343270536,195.49127355074776
2.084050408498899,194.2978715413812
2.411106397111461,177.42187911551298
2.450543447167667,171.7556041869529
2.411980972933425,181.05347688004184
2.6759422757606095,165.18161758937845
2.226369385871054,196.9915036557639
2.764972629177533,174.05755313406343
2.337059122020652,201.68440556198655
2.6039366916903255,170.6527238645449
2.6727222868166707,162.54620708715808
2.7786426227399708,157.2265797345679
2.6408334227059194,161.98239258382586
2.6618332246654974,157.94936026310717
2.159523281153661,199.2147271409771
2.2144751890963343,210.73885486400548
2.3976445943471463,165.91761809338587
2.3490540769446167,200.27429905982288
2.4368409224649854,189.0861012311516
3.0573368123486544,149.69055406199826
2.4453454746574224,182.23593421452
2.181065158735064,197.83845376599768
2.330425062680668,192.449463715472
2.155247809654236,207.60059327328645
2.1201023966620545,191.45530756542095
2.3282953317151764,198.56460281231836
2.4170787065604955,182.21433932875362
2.340274354524968,183.44402211996686
2.3693934301109385,168.82091780923065
2.2419021980246066,185.8165171317233
2.2551622106980895,191.57061415416075
2.184637455626416,209.69260543999914
2.2149406753421963,212.32290187328684
2.5332319312368097,171.38251914208536
2.377909910921703,184.78605571170846
2.5771183992859132,172.8508248751787
2.413610442389935,181.2863163961436
2.270401839917842,203.8760317793783
2.4934192677127673,182.08572196473904
2.361896716841585,187.38752106324543
2.1635000133867694,198.15272006413963
2.7052258340944273,167.01605237238874
2.125500478049853,197.97714763966147
2.5795858713864,169.88851953661552
2.237954158579237,182.98619849381788
2.3202867869901658,209.21886662418333
2.510381691005435,168.24540201828822
2.5557072690464677,173.09981111162347
2.343961254493741,188.70915038586142
1.9926793490247952,251.71632577989277
2.2477792852404437,194.95216942812695
2.4042946311723252,184.92226833701815
2.5384760994551248,166.0401271287799
2.1111617088626504,219.21765181315857
2.2918538714167433,199.74250806784676
2.4408122630966425,194.8448974990368
2.2930950110549713,189.85910568969996
2.5644507299673025,169.23435605179375
2.4089293001544148,172.27232055677513
2.4388488196011324,166.08707615574946
2.4288685791454756,185.24443069957007
2.1999205972913485,181.071427161503
2.4169479879857128,175.4870993825974
2.6650036255947294,159.9878082883333
2.716831089765177,168.77044619860558
2.494783763184286,171.45846653148854
2.3564370054543384,184.9513575052724
2.5164696396383306,170.02446139280804
2.548210939388778,175.4000972093835
2.538467272442457,166.2935280516862
2.4679919460523685,185.14356847365002
2.3232272017856053,191.25296196216505
2.3232394240266987,192.7653344038751
2.762185017584343,153.63637919310128
2.7651058007734126,157.24317734270812
2.2096272337656737,208.54401210769825
2.414170962575716,187.94373731348804
2.3459145594503683,185.36611187829394
2.4011801690714702,183.4105580265265
2.576153367285332,158.79829463767305
2.1091147652427176,214.61710655864914
2.106973349938306,224.89425850466682
2.0036523279019276,193.99995291842254
2.5769783997997484,175.565649973154
2.3384114253120654,194.49130867437268
2.646416558575408,172.42650095468431
2.1158225023489803,209.0111939992995
2.314904497563333,186.85711853971247
2.27547361635977,183.00566882564223
2.695637754843855,161.3484434852326
2.0700048366189985,216.57235954311565
2.134643602561621,213.4295866191848
2.655924924939027,173.37334589392043
2.2695389284998253,184.9061493434195
2.4331599089705467,169.16897940905997
2.352321991973308,194.3961823791458
2.457008428228923,176.32853290332326
2.4936473315094965,189.1327840878196
2.6281725381314436,164.15028790718293
2.5833061233366403,160.39133883943697
2.4134257510526282,194.55674307326603
2.2950126660773917,171.9103238623034
2.267424576070117,195.58365144812444
2.411839856760103,175.46571558754016
2.1208681215373604,212.39693760869966
2.350747650824917,183.1311203204945
3.091618208816223,148.4253110786401
2.454408628523117,165.00570479108785
2.1282515054023126,231.05319559740548
2.5274187392095246,165.8820433388849
2.4391337446783177,173.69236325950743
2.376484443372308,193.80437248541875
2.746420725189345,172.407435720075
2.922723911202688,156.23831295110708
2.5280799921023123,182.92593859021542
2.437315150233438,175.79231789486477
2.3801048819213992,185.04035240675736
2.2492236705565816,183.5271487160405
2.7356534486771635,160.59238624014972
2.275841949458784,196.59821532363918
2.5255156233715845,174.65707303389613
2.4915296239859788,172.71491454372878
2.404814922398122,181.86891762100385
2.3461119189911313,172.46234115221245
2.6140341895149306,167.77372546587134
2.751977212795236,173.43158783246523
2.1302811025416437,220.33383522265217
2.4892401354185925,179.72791410475358
2.5524254160243647,173.4581779934322
2.5744117981208117,175.07437403466267
2.2787745904042946,193.80802156104187
2.1791802646246166,203.4165573706643
2.248539716326665,206.37690447673492
2.1974992664872586,212.763802856945
2.391024382600948,191.167568126952
2.476039798727757,179.0983256902974
2.2680780531849685,192.24992117525414
2.2017597006663365,197.60266825304035
2.3488765349894365,186.02910663287403
2.104637504651431,212.34460207438298
2.2079684278007567,201.55402127290637
2.7785529412101795,176.8480693236371
2.4323101345213396,186.86709096835784
2.7374496272228384,160.98460332898895
2.512846299284323,162.42874659454375
2.4186912709263066,177.4778485308562
2.1858453456643665,206.4431159196651
2.4195053433228475,195.08775333599203
2.4621889045991887,186.34448977463455
2.331722998971213,199.6028694188932
2.4182975213660347,182.0959340768878
2.3119426730146366,181.41159521878402
2.4963146703258885,180.62949120537587
2.4599039810146506,171.41966552662134
2.274724411366126,188.95172549342408
2.269061465830306,205.46505803548237
2.7286220853931695,164.63851321998482
2.833252886935339,147.01067099883818
2.4001580435637173,179.99368438377385
2.1838949283207776,209.7067223259433
2.3268477077799057,186.16547772229268
2.5631923811729855,176.95394034297084
2.370876915077273,174.87260101553304
2.5111313436105798,177.55151349964805
2.2917250982893376,186.4846267574445
2.494417677212181,165.46691899579082
2.7890028107348432,153.90030902849733
2.3743806953187283,186.39326042492206
2.361599415021486,183.37420332159834
2.489066796568891,179.2018272065984
2.2176426896146877,202.5044935530278
2.705183707551478,158.82993903520855
2.3746230553684833,189.17624369307956
2.706270058699255,161.85125640812834
2.630734519124327,173.90384263280757
2.395109946294801,184.97067817487684
2.435981881456679,180.527597490464
2.2862389027224292,197.7007737812811
2.1306777378599686,195.75789567357492
2.7074042673844816,173.23940823371467
2.43295748712171,182.60601989728832
2.495510444852981,185.87436446980172
2.1917847051528323,213.9880448299471
2.1157241601914856,193.02348582646584
2.319388399120928,189.82327126142158
2.328830457833618,180.09856413121892
2.2541513385174126,190.58918273406405
2.059585532604971,199.8405336595173
2.3929131556109646,181.2696720031662
2.521451182236602,174.11889008298485
2.4287362672406694,190.77255478765102
2.5788744857554873,165.03982973455174
2.1156871731330895,221.1187298170922
3.2489660068231294,134.9835740378225
2.377326156462202,176.40444140381757
2.0968864269760883,203.92108184075428
2.553694567943434,171.04391340876344
2.2402472418466255,187.6797188319937
2.479969368026929,188.88765135753215
2.4057962172506246,190.81326295827532
2.434276665933925,183.42886931486265
2.347010989769695,186.83203924455773
2.1813907715173375,184.24091582408684
2.425290175530306,192.15908084718458
2.50465540671374,176.28847145441387
2.4873323945439845,182.6086870027385
2.392639131547709,177.4984846888462
2.524648783765556,175.50615664778547
1.960518942717069,226.89312264181083
2.5738891479636754,168.9244817195275
2.3306472029791965,178.21887780936953
2.2636421420281154,185.70835332219258
2.4822783158901065,170.44745199121397
2.598478596228134,177.75943196387118
2.573686957439904,162.2563017940999
2.2280536119661387,182.1403682912957
2.6423663173188365,167.39582137727803
2.4874774144576235,175.17522736486703
2.5361216313456385,183.6489205535324
2.6019278096460035,170.2682887541318
2.1237147015949085,204.3522163128877
2.351360253340181,186.04319164743444
2.2797473120720086,199.14509966369135
2.542652939328469,178.82020781673032
2.9691734822964024,139.6932580932003
2.0945428934697166,209.25816150097964
2.656529463097097,168.73006506594996
2.3680756743814317,189.88681030815474
2.217978769045635,214.55402802874843
2.165892357234272,198.78414280519016
2.7431706469942143,158.86762161205962
2.3295604347157406,183.81772913928657
2.780745146835874,165.03849550277042
2.512082097195765,175.64867823827987
2.2831091639904284,195.08141969034165
2.2992841841440876,194.14667841723127
2.41345947287301,182.04380953281307
2.650034406475707,155.39104878551456
2.2592567312134064,210.95785236987805
2.2413360099873327,197.5294254754376
2.1920704225664713,184.64267142541001
2.340808694587978,180.86891243644214
2.1693792402832903,202.90995921533613
2.5454183068017318,172.78556550667858
2.589333698050898,166.9096819228456
2.6291910013142408,169.23921700690204
2.08169603259884,212.06497788815858
2.68750115590993,163.09333655147014
2.251767993070039,220.44163138217078
2.364661731149381,176.3157103710785
2.3472723093945946,178.73060263748891
2.1927830729817313,204.83078212157042
2.3921295242623164,188.7075583777506
2.4440420682077972,183.84276270587299
2.2817558775586995,200.02706491026228
2.1546728321044215,193.39704217187455
2.1527707745371836,203.0474879660503
2.3527405465732074,182.81887383140145
2.4350243318694575,183.66837113215956
2.6224428915649196,168.5054176761139
2.6097337828991827,153.82851590410138
2.3982868829477133,191.31930579309238
2.2203548398936315,197.68902389514258
2.3271434123203907,196.7435468099597
2.276687888534003,186.3215596822096
2.775282509691921,163.62233907620225
2.2834688642783165,177.45664307924673
2.686854686178852,149.58535475591913
2.658084830177622,159.9440046515864
2.421767317458251,185.17874950593603
2.446382894654181,189.4134624541317
2.6771079999805925,156.48211242717912
2.4846963438391394,190.9109944995146
2.5837766169921146,163.88111592612708
2.209104161274663,195.9239259463224
2.360662101585797,185.9407713050551
2.3051357816657734,186.2824921313898
2.7650389366127737,159.50840724852634
2.7941252376666688,151.20844167664768
