Beta_1 Parameter MLE,Beta_2 Parameter MLE,Concentration (uM)
0.006048653789653716,0.006106155404669243,7
0.0062179708162910605,0.006217971137028318,7
0.005703810525962216,0.006250241897724178,7
0.0063502062204999965,0.006418323653846996,7
0.005066802982487954,0.008250903767488582,7
0.0060832081784427,0.006083208485076501,7
0.0044449507649386615,0.010356443599018522,7
0.005885720547460264,0.0065602193014250645,7
0.00600089005303711,0.006000890613600848,7
0.00598252062844665,0.005982524731813711,7
0.004965912699800268,0.009239031074462136,7
0.006089038356001325,0.006089040322391878,7
0.0044900602490552536,0.010115042566258243,7
0.006455240025635702,0.006455240568453714,7
0.00597584091898481,0.006207487553995704,7
0.005148632867837044,0.008101418066234909,7
0.005852380361801031,0.006621250830241286,7
0.004703365164037394,0.007459674587698205,7
0.005903648500387704,0.006270351106189639,7
0.0044457192777692025,0.010740777848866734,7
0.00491953393953889,0.007723850829607358,7
0.004397165413466222,0.008489646875012427,7
0.005090593763111696,0.007678734941801576,7
0.006014480829405511,0.006014481399700794,7
0.005407660537863248,0.006696541157211176,7
0.006231587736147682,0.006238151983737948,7
0.005975153306129417,0.006065984429775888,7
0.006367529183509758,0.006367531275298367,7
0.00537485163458741,0.007714123651008712,7
0.004228289181294628,0.008885317888202002,7
0.005063370584771104,0.008118769412685222,7
0.0064897595230435645,0.006489759728016554,7
0.004509325450347065,0.00905850344062467,7
0.0049982954314563245,0.008773089604041107,7
0.006115522315918017,0.006182259266730539,7
0.006149963884786325,0.006155132980624465,7
0.006480376130830122,0.006480376316603306,7
0.005795847009028118,0.00696079967069825,7
0.006112959260025367,0.006112959892600688,7
0.006037362091285786,0.006330068747050945,7
0.004701921491652925,0.008206690796090352,7
0.004704939156433168,0.008714279059916886,7
0.005687089204830101,0.007291551160593888,7
0.004625341032074218,0.010305497321532284,7
0.0045332621254368394,0.009434094937492435,7
0.00616602878872065,0.006166029786735983,7
0.006338103938911409,0.006338103956113987,7
0.005200969908481545,0.007360744682491014,7
0.006168944653448788,0.006239306925664357,7
0.005058953006484135,0.008457462948629865,7
0.005888568384271451,0.006379423008806076,7
0.004570638734808337,0.009246953953474036,7
0.004775792465148128,0.010201084189148498,7
0.00458130532924232,0.008722246507698265,7
0.006307150874901375,0.006307151916295486,7
0.005555292183771032,0.006752379432444529,7
0.005631809192403467,0.007714578284670511,7
0.004795119199236253,0.009582702587882713,7
0.0062550876470820575,0.006255088761972047,7
0.006304679979850111,0.006304680295727684,7
0.0060572001600077505,0.006166826623531026,7
0.005872586854891121,0.0061727146380479055,7
0.00613945374423939,0.006400357024515636,7
0.004517241094657342,0.010192433841780028,7
0.006436286936553826,0.006436287887678455,7
0.0061119832028780205,0.0061119833776656415,7
0.005229756754266111,0.007528357217318394,7
0.005066238084178663,0.007538862711344135,7
0.006116524295216063,0.0061165259353910505,7
0.005980635692440439,0.005980636046289044,7
0.006302873513150988,0.006320645778363893,7
0.0063509751068139995,0.006350976344790622,7
0.006143901226032769,0.006143902378191207,7
0.004460809917173504,0.009908992047701678,7
0.006139701921555186,0.006139702982973413,7
0.0058166230494902365,0.005817948333596092,7
0.004432667650380846,0.009573947608847336,7
0.0065784056549355215,0.006578406410322289,7
0.006226826914325025,0.006226827285272102,7
0.004332313169042908,0.0106295745477284,7
0.005117903744981279,0.008075343605632567,7
0.0053211749921019775,0.007501641393821848,7
0.0054308174848446454,0.006621244488815625,7
0.005623068457347596,0.007070887233090971,7
0.006429863832743027,0.006482345848494915,7
0.006160322246980533,0.006160322414600181,7
0.004723115975942918,0.008600598749262039,7
0.005539189421987053,0.007475007784075867,7
0.0044804591109785154,0.009511180319643438,7
0.004367401359127733,0.009857109865177963,7
0.006173099728969568,0.0061772213634088986,7
0.0059200604584206794,0.005950340639239534,7
0.005955596600900811,0.00610206542900376,7
0.005263118465748003,0.008122862403462758,7
0.006095035794410883,0.006095035905750007,7
0.00621126879276275,0.00621132700157635,7
0.006170552775613071,0.006196425691935033,7
0.004359210638243469,0.00959532050515051,7
0.0063821274969155005,0.0063821276516454525,7
0.006226891249809081,0.006228295421046467,7
0.0061872155972489224,0.0062716485598069095,7
0.004529228342553997,0.009488037084386466,7
0.006248550577772097,0.006248551010103774,7
0.005307338729346689,0.008011064582765882,7
0.006188326560014023,0.0061883270657104444,7
0.006214883114282632,0.006430799144127084,7
0.006009288941980796,0.006883196576890605,7
0.004709582345825261,0.007597219702007628,7
0.006115753869682934,0.0061157562707377855,7
0.0053637706128184205,0.00673645212290422,7
0.005815814804542015,0.0059359344241857355,7
0.006429031353690515,0.006464686786965869,7
0.004191198190726931,0.011229645751648098,7
0.004556727644601687,0.008967782042099616,7
0.005908596715207191,0.006139527760664395,7
0.0043636369285839464,0.00871841522970455,7
0.006022728445884645,0.006324317059493069,7
0.005059015815056214,0.00855296421096923,7
0.004450824895379098,0.010301220400280397,7
0.004607884698995954,0.009591702558166883,7
0.0061160635503838936,0.0066782650151112795,7
0.004304971723798171,0.008405853629915017,7
0.005898756423854596,0.006694738023688402,7
0.005832356277641805,0.005990600741623053,7
0.006153340662125895,0.006262811562620433,7
0.006014917958508882,0.0062295762123735585,7
0.0060417091358268326,0.006041709569776733,7
0.005088857609539114,0.00834594066669975,7
0.006268972164307206,0.006268973332750185,7
0.0048365194028844065,0.00946523333922921,7
0.0060353962621076725,0.006035397871421611,7
0.005020725218957046,0.007154643471347118,7
0.005631400778739244,0.00733869276626227,7
0.006228732780560321,0.006228733665220161,7
0.005928836932407072,0.006241690370885561,7
0.005215238178521022,0.007213448965191771,7
0.006257180031100478,0.006257180490969294,7
0.005133620666360889,0.007602519969969582,7
0.004361308868421524,0.010430899629724742,7
0.006255158049633998,0.0062551580537906736,7
0.0060022949599915455,0.006235876901904045,7
0.006123423960052245,0.0061234243487434436,7
0.006073848292157232,0.0062216888878226404,7
0.0053763426289545465,0.007200591685443236,7
0.004569923963593845,0.008994446580026412,7
0.005683984117616893,0.007015800118806712,7
0.005182070265137214,0.007636310163398512,7
0.0064385011529426725,0.006438501379150977,7
0.005777994370617961,0.007162466132573013,7
0.0061207591880107284,0.006120759827012236,7
0.006256858143685886,0.0062568589143454775,7
0.0047313318204592935,0.009063614601836517,7
0.0052607148953346975,0.007398492624693037,7
0.00633184139123739,0.006331841700687318,7
0.005393111162372804,0.00770529254666334,7
0.005223607430852076,0.008110168287742182,7
0.0063907645084882786,0.006390765868715495,7
0.0062593080715980815,0.006656623998281345,7
0.004471744175400646,0.009105393783842283,7
0.006098419690969749,0.006125935671667519,7
0.006099402314045974,0.006132260360394522,7
0.005853049940459167,0.005853050699812923,7
0.006412799223130664,0.006412799604051085,7
0.005121025857092207,0.00831630098684965,7
0.006202870565893606,0.00620287342350625,7
0.004902612092841772,0.008916108853620226,7
0.004344246921217066,0.009905871140623246,7
0.0059519872121505096,0.006515531336578623,7
0.0061491190633754965,0.006149119294514623,7
0.006208258463218639,0.006434006866978904,7
0.004413513190773064,0.00982985382385233,7
0.006335331425175384,0.006335331909931059,7
0.004666408417196522,0.009025852020448814,7
0.006234510720258669,0.006234512593653076,7
0.005157804228791246,0.007943492451643608,7
0.006231940119088914,0.0062319420409035,7
0.005295506934786715,0.006473812537889209,7
0.006228796153632846,0.006228832377170864,7
0.0061611635706535365,0.00627740930084612,7
0.0046601471160226575,0.008681819557640618,7
0.0062639318349868404,0.006282698112901091,7
0.0047599239220644214,0.009121519211438105,7
0.004362654528502511,0.01080849932754482,7
0.004325740315928999,0.010892227524809573,7
0.005539313647475836,0.007571183672212578,7
0.004419510295592055,0.009752030541806955,7
0.004493464974848128,0.010806976794365174,7
0.004518478042995189,0.009266040253287972,7
0.004476411149895532,0.010425046719346178,7
0.004445898237528433,0.008953454788088623,7
0.0062311107298777604,0.00623111111143941,7
0.0046547335424360564,0.008218120614567101,7
0.006110530640526852,0.006110532038060081,7
0.004827587510383565,0.009616560196769182,7
0.0046021414428541255,0.008916377039631234,7
0.005273122300860052,0.007674607803348107,7
0.006163048434437118,0.006163052396543082,7
0.005081697397058918,0.008199803935360035,7
0.006311262135037268,0.006311266431945909,7
0.005824288165328297,0.006399224604556829,7
0.006282928606850726,0.006282928728438379,7
0.005880338378469978,0.006695477076611997,7
0.006356687630278541,0.006356687690851727,7
0.005746544603746015,0.006309082269613314,7
0.004250947587767749,0.011004028859995024,7
0.006207843473301835,0.006207845120491186,7
0.006147512783285077,0.006147512794291924,7
0.0043410421761723005,0.011921958007066122,7
0.006161783695603864,0.00616178428670243,7
0.0057719493081523215,0.006349772682594058,7
0.006161561826446838,0.006198973758684254,7
0.005977655283379374,0.006028454683544744,7
0.006264325426121043,0.006264325619878594,7
0.004734209997651571,0.008577222922497673,7
0.006251973456333685,0.006282094293032182,7
0.005828056614891261,0.006357240471785925,7
0.005098301780310843,0.007644343710046636,7
0.0062147161609949104,0.006214718131116338,7
0.006147252486126346,0.006147681831239439,7
0.006397193106729989,0.0064134335887449535,7
0.004207306523210309,0.009180004832491602,7
0.006260542242761161,0.006260543091837671,7
0.0047565647189912975,0.00859968180992451,7
0.006012665778213249,0.006641861224345192,7
0.006365365098565817,0.006365365483407501,7
0.005401165695294675,0.006587401900105282,7
0.006355948434135466,0.006355949408809555,7
0.005347101918777536,0.008018436680407717,7
0.00636007206415157,0.006396287446385314,7
0.004759414552710582,0.008166865108318377,7
0.00592973062049145,0.006061915616157458,7
0.005105301738727396,0.007553739418822026,7
0.005364534414997109,0.006864200441845269,7
0.006054740761756538,0.0065906533596013185,7
0.0042383554484438785,0.010440430233691204,7
0.006159707655725733,0.006159708242185556,7
0.0063810522294398256,0.0064660343257088426,7
0.0062087316664069655,0.006208734330523204,7
0.0041202300906821145,0.010811240504392989,7
0.004347880792441186,0.009175372488090978,7
0.004663854648396905,0.009377682448269482,7
0.005882993837073398,0.005882998070489443,7
0.0063908552140024425,0.006390855215907808,7
0.005945149483383725,0.005945149890489714,7
0.0060606322734139,0.006060632682098665,7
0.006074671298535597,0.006074671467420276,7
0.00608042410777082,0.006433072806869089,7
0.005986114942975512,0.006114636900859263,7
0.006200566439857704,0.006298145957873708,7
0.004544912985332343,0.009377116800759052,7
0.0063626921975388955,0.006362692893409409,7
0.006333920163625796,0.006338198056287153,7
0.006180375285695129,0.0061803765493164825,7
0.0058371024943690295,0.0062890720132168084,7
0.006109088640228473,0.006111722339621672,7
0.006254301755663951,0.006254304241121014,7
0.0045232938995384475,0.009200634496147674,7
0.006045906274164929,0.006045909886640888,7
0.006264063195434532,0.0063249953212753335,7
0.0059747604104919295,0.006725177835831834,7
0.0044888941557473605,0.00883465827511689,7
0.00406327167930626,0.009774706365645616,7
0.005946455709879726,0.005992757454627112,7
0.006315084449591458,0.006330189605441004,7
0.006016990267345821,0.006303361620290397,7
0.006340686022862753,0.0063406918514594965,7
0.004813860280377013,0.008176118318254577,7
0.004497987181417504,0.008524965334036589,7
0.006438999216981186,0.006439111550135162,7
0.005172011063240661,0.008043562222312626,7
0.004314167710560315,0.009914454851305859,7
0.005745224687314249,0.00659611588692437,7
0.005968919541630989,0.006009446276201829,7
0.006508941152139384,0.0065100567173747,7
0.006276852458038393,0.006434165556573047,7
0.004674365685873475,0.01040320140481452,7
0.005935885521477907,0.005949721245561123,7
0.004384502397329152,0.009562634973878888,7
0.006388758004677332,0.006388759618870795,7
0.0062815772643239655,0.006281578964263199,7
0.004350415614951033,0.008345693763510902,7
0.005912577149505979,0.005912580200842751,7
0.0044664454464960705,0.00885607206464405,7
0.004604459745347507,0.00778764178985291,7
0.004827339881217327,0.008086520286573386,7
0.004642028807809702,0.009547671749876563,7
0.005440616754615268,0.007613656517366087,7
0.004535894376651728,0.009283207326642489,7
0.006437125600697987,0.006437125928532131,7
0.006294090024627223,0.006306800065266204,7
0.005253223416230089,0.0072156180507419775,7
0.006376005980783137,0.006376006269030557,7
0.00643719060897363,0.006437193147157666,7
0.006260331264113786,0.006684898476045805,7
0.0063769538300520465,0.006806349499945156,7
0.004537250929393005,0.008698058611000026,7
0.0064864557083989,0.006486455778918435,7
0.006244351539640506,0.006300466809412563,7
0.004484523073075721,0.009895002449916798,7
0.0057122300224299715,0.006380409629212752,7
0.005226770250591814,0.007821242848051028,7
0.004194712793622082,0.009093278183740085,7
0.006508268606896979,0.006508269391585975,7
0.005671554028961882,0.007211348637691954,7
0.0062584576074828455,0.006409608313157518,7
0.005114937260147943,0.007197341900876298,7
0.006523916077259515,0.006523916115630785,7
0.006211682209233131,0.006211682268650149,7
0.006394774243712314,0.006394782049094763,7
0.0056687090439913644,0.007205683451761893,7
0.005565136492040823,0.00638211006991662,7
0.004546004948665858,0.00921906685314392,7
0.00604284328335355,0.006271533428530655,7
0.0061298346879999615,0.0061298355943890034,7
0.004619762857159945,0.007665165354338834,7
0.006198173629870579,0.006209890396183211,7
0.005541427653214504,0.007588130046756295,7
0.005452991569312399,0.007271222382670971,7
0.005987184603540808,0.0059871853126828665,7
0.005147993092048329,0.00724266825540266,7
0.005963392380011065,0.006323791012889477,7
0.004175464552931151,0.009637569248792239,7
0.00598472630564671,0.0060690559454871906,7
0.004261712531779234,0.011671091572314805,7
0.004593513175412953,0.00950291542067096,7
0.006282896202787002,0.0062828992128562714,7
0.004558438536531597,0.009543482255555864,7
0.0043295315981487425,0.010644852723439282,7
0.0064298385850776575,0.006429845235421214,7
0.004728721972424089,0.008678673913244898,7
0.004327251169428189,0.009475649171678199,7
0.005031873021689267,0.008895058360008234,7
0.006330297219728285,0.0065315353969852205,7
0.0046377543791240785,0.008563372959327265,7
0.004450636042513542,0.009215008208522389,7
0.005992836767820107,0.006047283953729393,7
0.005953465188680274,0.0059534664224509225,7
0.006295630926587918,0.006358029926389076,7
0.006461169421381213,0.006461169789096672,7
0.0063751510787767845,0.00637515150351166,7
0.006195939276310139,0.006195941457582257,7
0.0063037027709757065,0.00630384409790596,7
0.004670235556650264,0.008625649565287908,7
0.005685708365500106,0.006454452764228292,7
0.006609193967600966,0.006609195699793678,7
0.006124297788014599,0.006126959515385586,7
0.005023093499339024,0.009019749060517238,7
0.006134395070464921,0.006134395380854921,7
0.006237576950928997,0.0072091877593960605,7
0.005974834245926939,0.006330243703409801,7
0.00606241579531052,0.006062416974512241,7
0.006182311906105418,0.006182313242306023,7
0.0044910065664017645,0.010219520467844374,7
0.006268216901452123,0.006301933363006527,7
0.00510296177748024,0.00829324658915296,7
0.006444825455923598,0.00644482576300707,7
0.004675025531694391,0.008705462768421938,7
0.005847002661853134,0.006091624128928917,7
0.004526993472131789,0.009201485908350179,7
0.006091891665068397,0.00610920177859755,7
0.0044162612741722685,0.009376096684157759,7
0.004529685142577789,0.00940220951037803,7
0.006085875846768113,0.006085875909829462,7
0.0067239280840761,0.0067239310383600545,7
0.004728831886589515,0.009331220066028878,7
0.004074556435071085,0.010839702766262557,7
0.006066508538531573,0.006449392139936169,7
0.006512670065739429,0.006512671116688155,7
0.004639794605890949,0.008597162665990338,7
0.005181401357063533,0.007886603189784562,7
0.0060884743577852155,0.006088475073746268,7
0.006537752436309226,0.0065377566937127206,7
0.006102129509120418,0.006102129790140499,7
0.004831020569549322,0.00816368010793467,7
0.006033165083211178,0.006033165963191041,7
0.0063585815401992025,0.006516183503474992,7
0.006037095621442941,0.006037096283490811,7
0.0061051614887332895,0.006105161494706361,7
0.004542311851317927,0.009238249777573005,7
0.004583689126738192,0.008935375381469952,7
0.004463111498425654,0.009702253977177874,7
0.006375170579265635,0.006375170841697172,7
0.006053801662831486,0.006053802035685586,7
0.006092485157622249,0.006095364584083938,7
0.006251651922897396,0.006251652740162516,7
0.006052732079258411,0.006431817991754602,7
0.006195615719954202,0.006195616462730694,7
0.00450866649686937,0.010203836707603772,7
0.004761074629943101,0.011353291074420844,7
0.0059715079041298205,0.006051390713140838,7
0.00623390789588309,0.006265103496408041,7
0.006280027053412505,0.006348575560989006,7
0.004549690830929911,0.009369319799706444,7
0.004501133815934346,0.009167208720582585,7
0.0052174830272909865,0.007550119901889177,7
0.005911492738520189,0.00599737998681859,7
0.005655561573658747,0.00644765867568587,7
0.00616181559179138,0.006366367442762803,7
0.00528175172582304,0.007882919198723642,7
0.004761387100766426,0.008831459578372322,7
0.005889997213425358,0.005953055401753657,7
0.006089672401676274,0.00635911552670716,7
0.005828850895686829,0.006562342455075715,7
0.006254221979577291,0.006258243753037583,7
0.004990204948982129,0.00731565921026461,7
0.006090105932258503,0.006090107809453681,7
0.006166672858972609,0.006291761905497161,7
0.004678584313925293,0.009580173981912216,7
0.0061630427741984255,0.006172189644939916,7
0.004272533003050516,0.008816592433566917,7
0.006013498198767184,0.0060134998029053735,7
0.004719782930585581,0.008381703399735525,7
0.004341984034820312,0.010130163442987117,7
0.004534314516648533,0.009171956991292774,7
0.006596253705424988,0.006596254418734447,7
0.004078019526666518,0.008530409702492974,7
0.004402341735249725,0.009138901285729136,7
0.0046225392213513645,0.008831832064046467,7
0.00634554859552515,0.006349458599901145,7
0.005514163714226197,0.0075577024714394295,7
0.005001491614168378,0.00850908642000277,7
0.00528705871476299,0.008048200063080073,7
0.006271596339997053,0.006271597544716508,7
0.006395494478532448,0.0063954972600109294,7
0.006354155310117313,0.006388598313069718,7
0.004339417405523021,0.0090995418141042,7
0.006156128947436772,0.0061561290562727,7
0.0064787287613677575,0.00647873106694638,7
0.006081348213806847,0.006081349701025584,7
0.005358754646527282,0.008004656536417125,7
0.004596368642579007,0.00935462059472935,7
0.0045390076103720926,0.009217841160078358,7
0.004297328227175383,0.011642545610459024,7
0.006217368622636393,0.006217372334547081,7
0.006502682049612279,0.006502682822930082,7
0.006232879606058789,0.006232880442310015,7
0.006246231403274428,0.0062509448497148085,7
0.006228698669623889,0.00622870127607142,7
0.005246537001890772,0.007721570522599872,7
0.00441324619893441,0.009927430665781972,7
0.0056984840110006684,0.006643648688602161,7
0.004516743248439649,0.00988181640298839,7
0.005935179539673392,0.005935179786260134,7
0.0062964599414973114,0.006296461635817183,7
0.004584833476534247,0.0093948153038216,7
0.006317815919343779,0.006317816586131192,7
0.006127962043120314,0.006127962575187773,7
0.006197063713182149,0.006392266899926367,7
0.00520561474989874,0.007823451859854821,7
0.006038912589042211,0.006344195219107446,7
0.006294199727986382,0.006294200189886587,7
0.006201027568749214,0.006473029716610536,7
0.006307512007426595,0.0063075125585275475,7
0.00640936786623839,0.006409368848745915,7
0.006201889670041027,0.006244131177613111,7
0.0059317350127461406,0.006079732404382309,7
0.006202104805391631,0.006202105654349158,7
0.0044103471832712075,0.010440909377145268,7
0.004643114777312028,0.010115287834255972,7
0.0063106054594512856,0.00631474760845572,7
0.004489693277996058,0.009478866195973372,7
0.006140425212531926,0.006140428752774156,7
0.004465384175758676,0.00875090255125037,7
0.004957959364672997,0.0079956144697504,7
0.00627914180819291,0.006279145257679805,7
0.006251460691262928,0.007188791985695397,7
0.00446723423109715,0.010772940914358427,7
0.005250956347692152,0.008021615489172412,7
0.006381092983948301,0.00638109320824375,7
0.005105849148289515,0.007235429955076026,7
0.004325056619726185,0.009004783864984819,7
0.006284784898953004,0.006288601504546283,7
0.0052755609441918405,0.007277107996329439,7
0.005972223547684569,0.00597222375942431,7
0.006339292047754568,0.006339292474166691,7
0.004519085144606564,0.0097439473142694,7
0.004526985348101232,0.009289122047015586,7
0.005511072934742369,0.0077191206742363745,7
0.006252993835465526,0.006252996271886631,7
0.005089231164599689,0.007569562256917156,7
0.0061723901318303355,0.006172391025238437,7
0.0046232178071612005,0.008323902929147064,7
0.005920571638025058,0.006278826734801525,7
0.005862111100005266,0.007610416001044265,7
0.005064239745934461,0.00888192466958605,7
0.0046570680854177435,0.009303327586468686,7
0.006122921951906142,0.006184202282115957,7
0.005500226468205481,0.007767838610935407,7
0.006235979061716557,0.006235984334752188,7
0.005747382286147036,0.00575219556783753,7
0.005931189685653807,0.006222170492036664,7
0.006022069785923255,0.0062829399446876375,7
0.005668510104222221,0.006679953085008084,7
0.006199612346295032,0.0063098075129444054,7
0.006466094000008046,0.006466094238352109,7
0.004938352367978665,0.008193819904337644,7
0.004499636201506142,0.009436448841947422,7
0.005006415230909836,0.007271373357217186,7
0.005636945341230287,0.0069951743612288175,7
0.006268223501072663,0.006268223870219659,7
0.0048314936066519215,0.008130921904357435,7
0.004653114213427899,0.00772613529294512,7
0.006340397335411282,0.00634039767049986,7
0.006196924933630517,0.006473535441243735,7
0.005966871477719192,0.006213692912206242,7
0.004583351267020983,0.008549119114467122,7
0.004561117858525803,0.010084314749166885,7
0.005044618486523734,0.008348658583514756,7
0.004416164574225778,0.008860941142971297,7
0.0053515131413558546,0.0069950259792430055,7
0.004645218610832078,0.008961835746188793,7
0.004519823838773586,0.009377264445322518,7
0.006295873581365835,0.006295874692618466,7
0.005888966846826818,0.006325855612818196,7
0.005395159261107054,0.007408593024144648,7
0.006394678859370692,0.0063946798328868735,7
0.005072124660388662,0.008887726338163683,7
0.005973430352660083,0.006579918178025932,7
0.006111058216179603,0.006267461666384877,7
0.00631014515622332,0.006312996112511926,7
0.004617154217995312,0.009885365405451822,7
0.006060240098613484,0.006060240329137043,7
0.006120034170741603,0.006120035729056985,7
0.005135407867131968,0.007889051395853537,7
0.005589756692631702,0.007544258512439898,7
0.004357132848206135,0.009290481104486954,7
0.006439017046013521,0.006439293182138567,7
0.006207407374332293,0.006207407448481189,7
0.0050314857774504595,0.007687244830891811,7
0.005957816673489591,0.006161262232855603,7
0.00640287377661852,0.006402874549795958,7
0.004567852316816902,0.011251750691045885,7
0.004426535818325385,0.009275276873239053,7
0.006124175691375381,0.006124176007466278,7
0.0061417087120808535,0.0061417331611747835,7
0.006140405731357321,0.006680969004043416,7
0.006095685237226236,0.0060956858541711565,7
0.006348073105226403,0.00634807358808849,7
0.0046275710077055615,0.008602806659421623,7
0.004593196583529233,0.009391202212503898,7
0.005560131068386988,0.0073423881654164115,7
0.004597688135711057,0.009004711368398274,7
0.0045776920965528356,0.00946038852217021,7
0.00611178154009324,0.006111782929651325,7
0.006126827868894536,0.006323503128914396,7
0.005997145438249318,0.006018211697683218,7
0.006405819438197529,0.006425995223211768,7
0.005938864157689385,0.0059388641825136755,7
0.006105022342559665,0.006105022516633879,7
0.006163889408501328,0.0061638907415836304,7
0.006019894440744849,0.00646932334795242,7
0.006369004892752835,0.006369004950842472,7
0.0060468155220006654,0.006370276161121325,7
0.004121546680670834,0.01064639345586416,7
0.006293946505767796,0.006293947058960735,7
0.006371940353987502,0.006550869871946829,7
0.0061874842716016076,0.006187485593172495,7
0.004406696503646318,0.009559608620846378,7
0.004890405189560708,0.007674871195354753,7
0.006142382831331464,0.006142383931607429,7
0.005357431701989531,0.008267228803991531,7
0.0052882579738722174,0.007366336459371479,7
0.004309453809619985,0.009306165343014029,7
0.005988665594286378,0.007618855301029349,7
0.0060141652117694675,0.006324787924331459,7
0.005992589400112462,0.006232767767485279,7
0.0043657406565652205,0.009631967797468843,7
0.0065692963429707955,0.006569377538940362,7
0.004679265358901374,0.009416733222304217,7
0.004216003205873375,0.009103907721907997,7
0.006520847066723388,0.006520852796697425,7
0.004000402251409532,0.010740794968273529,7
0.006421138317895578,0.006835996745150263,7
0.006104663489151231,0.006144640850601331,7
0.005920820198871,0.007109893300462407,7
0.0042921188826106705,0.010564881855444935,7
0.006403010595001714,0.006403011182590916,7
0.005907829241672432,0.0076843699154717756,7
0.0053798494214552855,0.007207475079801247,7
0.00612603999098175,0.006358768215145087,7
0.004519856855796755,0.009732864970536347,7
0.006011681290560436,0.006027950460004158,7
0.006154617123187677,0.006155935343254617,7
0.004445230676761544,0.009578975546282401,7
0.006382379249006272,0.006445142283558048,7
0.0049614653756198685,0.009441109908061176,7
0.0051196753900628715,0.008161234150828693,7
0.005582835318864621,0.007530027949175082,7
0.005987412962304347,0.006220168021497243,7
0.005877222881688288,0.005971355508848017,7
0.005212744639047399,0.008155430469826256,7
0.006322805224680697,0.0063228091754016945,7
0.006484611349952142,0.00648461644924323,7
0.004311843300446861,0.009490285332796496,7
0.00644708960258164,0.006631229335029743,7
0.006288223182821173,0.0062882235610143555,7
0.006378975412994371,0.006378976413659978,7
0.0064815085355214175,0.006481512487919253,7
0.0059913402413979645,0.005991340486702156,7
0.0043816436134543136,0.00860628271943116,7
0.004459422591248511,0.010820628700440264,7
0.0061207932997607815,0.0061207938571837305,7
0.005301259946117021,0.007753195716004127,7
0.005355245593432951,0.00765469078111409,7
0.00399537860654365,0.011640180686240668,7
0.004280393648600218,0.009265310853361547,7
0.006227462544438894,0.00641200409214228,7
0.006096580127136408,0.0060965805670697175,7
0.00626880945690444,0.006268811093426777,7
0.004175216137681799,0.011818094703303497,7
0.0043313254101150596,0.010479687730664286,7
0.004492998541804232,0.010221048007202905,7
0.004949537957819282,0.009416777828364193,7
0.005461515537323076,0.0077625318260119685,7
0.0045682269045796715,0.009034028123128684,7
0.0060771458790572965,0.006114782158325074,7
0.004382128316184322,0.010285723349985336,7
0.006220422074368858,0.006259507007326064,7
0.006021041593439414,0.006021042414433941,7
0.006129400530422163,0.00683600002275536,7
0.00435477341873686,0.009653108919824946,7
0.006143350952920137,0.006504344520701123,7
0.006384159363914049,0.006384159648158893,7
0.005785714762761071,0.006177507390665098,7
0.006052358282546968,0.00605235973236655,7
0.006235250067361157,0.006235250179150963,7
0.006051789057022907,0.006051789260244284,7
0.0045081765944648714,0.008464891481322193,7
0.0044576134502664466,0.00922467834449274,7
0.00462893751122111,0.00910237460939763,7
0.0042948929712729325,0.00964993446045263,7
0.006344062241067654,0.006344063170531171,7
0.004446872627425538,0.008287091614425823,7
0.0060406022343852854,0.006183744753415247,7
0.006450157585540682,0.006450157623074269,7
0.0060617559155245965,0.006061756362526045,7
0.005200104954220032,0.007057897851150714,7
0.00596855421201315,0.005968559790457302,7
0.004570405850378396,0.00809473876867002,7
0.004401746366799894,0.0100504159183944,7
0.00613756207666574,0.0062584036760847525,7
0.005986123562855626,0.006682191096310452,7
0.006241353289130495,0.0066421522638708186,7
0.0049518793135439505,0.007409271321478622,7
0.0064667603255794326,0.006466760750978062,7
0.004450060534043293,0.009813029289346853,7
0.004453057526112263,0.009785868280170647,7
0.005175376815704705,0.008063225546981046,7
0.004567292585509295,0.008734661491271873,7
0.0044766710066102295,0.009481351014446058,7
0.006249499828771384,0.006259110921274375,7
0.0063446881678980785,0.006344688941692349,7
0.006192518106562053,0.006192518789743,7
0.005045795907371489,0.008985789741883703,7
0.006370723333726185,0.0063707233568683925,7
0.00652264816583264,0.006522648188352408,7
0.004347694572202057,0.008522183718729405,7
0.006384173479376434,0.006384174274896096,7
0.0054791744549881494,0.00729635875677712,7
0.005789154004140945,0.00663651878967872,7
0.005969957975323121,0.006095754826493081,7
0.006145213980715749,0.006145216196861987,7
0.006112600130674334,0.006112600698059041,7
0.0061413740776937314,0.006141374187359758,7
0.0060133104055428025,0.00601960233397464,7
0.004586840756035671,0.0077480398763408575,7
0.004534243236919293,0.010092201915173177,7
0.005591264725636814,0.007051637543739454,7
0.006239482827835268,0.006239483163931302,7
0.006377906322875868,0.006377907306945974,7
0.005918434336686388,0.006302541214863033,7
0.006108971177171846,0.006108971197223822,7
0.00603277118696569,0.006165129938230574,7
0.005124867480572918,0.007649920992867083,7
0.006661595230548243,0.0066621739229654,7
0.00440432188035576,0.0102613066232283,7
0.006196424057549246,0.006196424785842323,7
0.006272966378529133,0.0062904075078197685,7
0.006261352364936184,0.0065191886926298645,7
0.004768194244868773,0.00820164682708162,7
0.0062930125292111295,0.006592858048614546,7
0.0042450681907296025,0.009443278640001452,7
0.004234389276055507,0.009664936523567019,7
0.006447400298785638,0.006447402098175225,7
0.004672882610888827,0.010167506951739541,7
0.006126958029885821,0.006126963355304312,7
0.004539014731232462,0.00885480289422979,7
0.005966173714163897,0.005966174156472214,7
